DATE,CRSPTM1,CRSPME1,CRSPLC1,CRSPMI1,CRSPSC1,CRSPMC1,CRSPSX1,CRSPTMT,CRSPMET,CRSPLCT,CRSPMIT,CRSPSCT,CRSPMCT,CRSPSXT,CRSPSM1,CRSPSMT,CAP_RESTATEMENT,CRSPRE1,CRSPEN1,CRSPMT1,CRSPID1,CRSPCS1,CRSPHC1,CRSPTE1,CRSPUT1,CRSPFN1,CRSPIT1,CRSPRET,CRSPENT,CRSPMTT,CRSPIDT,CRSPCST,CRSPHCT,CRSPTET,CRSPUTT,CRSPFNT,CRSPITT,SECTOR_RESTATEMENT,CRSPMEV1,CRSPMEG1,CRSPLCV1,CRSPLCG1,CRSPMIV1,CRSPMIG1,CRSPSCV1,CRSPSCG1,CRSPMEVT,CRSPMEGT,CRSPLCVT,CRSPLCGT,CRSPMIVT,CRSPMIGT,CRSPSCVT,CRSPSCGT,CRSPSMG1,CRSPSMGT,CRSPSMV1,CRSPSMVT,VG_RESTATEMENT
2016-08-18,1621.20,1636.24,1634.07,1625.00,1553.62,1478.68,1556.16,1808.58,1844.92,1830.35,1762.04,1693.24,1586.37,1630.72,1591.52,1729.83,N,1563.03,954.56,1160.86,1663.29,1672.02,2101.66,1634.53,1470.89,1712.32,1666.85,1904.20,1064.04,1287.07,1815.46,1869.94,2265.54,1906.97,1746.31,1894.18,1789.92,N,1484.88,1522.43,1497.50,1538.18,1616.87,1564.43,1582.47,1462.28,1651.74,1621.82,1660.82,1629.59,1751.80,1620.82,1721.97,1520.41,1510.65,1567.29,1606.56,1744.27,N
2016-08-19,1619.14,1633.15,1631.78,1626.71,1552.99,1476.94,1556.20,1806.50,1841.72,1828.04,1764.01,1692.63,1584.52,1630.80,1592.09,1730.54,N,1552.89,946.90,1161.88,1665.80,1673.75,2098.15,1621.62,1454.04,1710.05,1671.00,1891.92,1055.56,1288.25,1818.21,1871.99,2263.36,1891.91,1726.31,1891.83,1794.37,N,1480.74,1521.10,1493.75,1537.88,1617.08,1567.72,1581.11,1462.53,1647.61,1620.41,1657.09,1629.27,1752.23,1624.23,1720.53,1520.74,1512.47,1569.21,1606.00,1743.80,N
2016-08-22,1619.01,1632.20,1631.23,1628.16,1554.73,1483.40,1557.12,1806.39,1840.67,1827.45,1765.66,1694.56,1591.49,1631.81,1593.69,1732.33,N,1560.46,937.07,1160.64,1666.47,1672.60,2106.04,1623.83,1457.55,1712.20,1668.79,1901.40,1044.60,1286.87,1818.96,1870.71,2271.88,1894.49,1730.56,1894.34,1792.00,N,1479.46,1520.70,1492.32,1538.41,1616.31,1571.55,1581.79,1465.41,1646.21,1619.99,1655.54,1629.86,1751.40,1628.36,1721.35,1523.73,1515.83,1572.78,1605.96,1743.79,N
2016-08-23,1623.27,1634.81,1634.52,1634.88,1564.58,1492.40,1567.63,1811.19,1843.65,1831.19,1773.08,1705.33,1601.18,1642.87,1601.93,1741.38,N,1562.14,942.15,1167.70,1671.36,1679.85,2108.86,1627.82,1451.87,1715.19,1676.31,1903.45,1050.26,1294.70,1824.33,1878.88,2274.92,1899.14,1723.81,1897.65,1800.20,N,1480.96,1524.16,1494.55,1542.40,1622.83,1578.22,1590.37,1476.34,1647.89,1623.71,1658.03,1634.16,1758.60,1635.36,1730.72,1535.12,1524.63,1581.96,1613.42,1751.98,N
2016-08-24,1613.85,1626.81,1625.82,1622.65,1551.06,1479.11,1553.65,1800.78,1834.72,1821.53,1759.89,1690.72,1586.97,1628.32,1589.07,1727.49,N,1554.85,938.03,1149.31,1664.47,1673.87,2071.78,1624.24,1450.74,1711.82,1666.76,1894.64,1045.70,1274.35,1816.94,1872.59,2234.94,1894.97,1722.47,1893.99,1790.01,N,1477.50,1512.28,1489.79,1530.58,1609.97,1567.19,1578.38,1461.58,1644.09,1611.20,1652.79,1621.77,1744.74,1624.02,1717.88,1519.79,1511.48,1568.37,1601.26,1738.92,N
2016-08-25,1612.66,1624.39,1623.87,1623.06,1554.01,1483.50,1556.00,1799.48,1832.02,1819.38,1760.37,1693.97,1591.72,1630.84,1590.71,1729.32,N,1561.22,935.82,1157.40,1665.10,1672.28,2056.57,1632.36,1451.62,1717.04,1669.62,1902.40,1043.23,1283.32,1817.79,1870.80,2218.54,1904.44,1723.61,1899.78,1793.09,N,1475.72,1509.56,1488.61,1528.07,1612.52,1565.22,1582.25,1463.34,1642.15,1608.30,1651.53,1619.11,1747.57,1621.98,1722.17,1521.64,1511.14,1568.04,1604.61,1742.62,N
2016-08-26,1609.86,1622.08,1621.23,1618.74,1549.85,1483.49,1553.29,1796.39,1829.47,1816.46,1755.69,1689.49,1591.76,1628.06,1586.47,1724.73,N,1546.20,933.30,1150.04,1661.49,1665.17,2064.95,1617.78,1423.01,1717.22,1670.95,1884.11,1040.42,1275.16,1813.85,1862.89,2227.60,1887.43,1690.55,1899.98,1794.53,N,1472.22,1509.04,1484.69,1527.28,1606.62,1562.84,1576.30,1461.41,1638.34,1607.76,1647.24,1618.28,1741.17,1619.50,1715.75,1519.66,1509.10,1565.94,1598.57,1736.08,N
2016-08-29,1618.42,1630.28,1629.60,1628.02,1559.71,1491.43,1562.59,1806.18,1838.95,1826.09,1766.01,1700.37,1600.34,1637.92,1596.04,1735.33,N,1561.06,939.73,1164.31,1669.06,1674.47,2070.86,1631.82,1434.14,1732.14,1676.52,1902.29,1047.64,1290.99,1822.62,1873.47,2233.97,1903.81,1703.77,1916.69,1800.97,N,1481.98,1513.97,1494.85,1532.36,1618.06,1569.35,1586.55,1470.46,1649.30,1613.34,1658.69,1623.93,1754.01,1626.29,1727.11,1529.09,1516.75,1573.91,1609.51,1748.28,N
2016-08-30,1615.86,1627.43,1626.61,1624.27,1558.93,1496.67,1561.75,1803.59,1836.03,1823.02,1762.22,1699.75,1606.06,1637.26,1593.73,1733.07,N,1558.42,935.89,1160.27,1666.09,1666.23,2063.68,1627.85,1419.80,1743.83,1671.92,1899.29,1043.36,1286.58,1819.69,1864.48,2226.24,1899.18,1686.92,1929.92,1796.05,N,1482.06,1508.21,1494.46,1526.88,1615.69,1564.24,1586.15,1469.27,1649.56,1607.56,1658.45,1618.45,1751.85,1621.12,1727.01,1527.95,1513.55,1570.69,1608.07,1747.10,N
2016-08-31,1611.74,1624.04,1622.89,1618.92,1552.91,1487.02,1554.27,1799.29,1832.55,1819.17,1756.60,1693.39,1595.83,1629.65,1588.05,1727.09,N,1560.18,922.60,1150.65,1658.03,1665.36,2056.21,1624.53,1423.23,1744.84,1668.67,1901.47,1028.54,1275.93,1810.99,1864.48,2218.22,1897.05,1691.98,1931.69,1792.57,N,1478.77,1505.31,1490.95,1523.50,1611.74,1557.58,1580.43,1463.12,1646.42,1604.54,1655.04,1614.94,1747.78,1614.34,1721.09,1521.66,1507.20,1564.22,1603.19,1742.05,N
2016-09-01,1612.01,1624.10,1623.18,1620.38,1552.88,1488.65,1555.10,1799.62,1832.64,1819.52,1758.18,1693.42,1597.60,1630.58,1588.78,1727.92,N,1557.06,919.93,1154.75,1660.89,1665.39,2053.12,1621.50,1417.46,1739.11,1675.54,1897.67,1025.57,1280.48,1814.12,1864.68,2214.90,1893.51,1685.12,1925.37,1799.95,N,1476.96,1507.53,1488.98,1526.30,1609.03,1563.56,1577.32,1466.63,1644.41,1606.95,1652.84,1617.94,1744.85,1620.53,1717.74,1525.38,1512.27,1569.52,1600.03,1738.64,N
2016-09-02,1620.17,1630.51,1630.16,1630.24,1568.04,1501.25,1569.91,1808.83,1839.96,1827.44,1768.98,1710.01,1611.14,1646.18,1601.22,1741.53,N,1570.64,929.08,1164.97,1669.37,1674.32,2055.82,1635.65,1435.70,1749.92,1682.21,1914.21,1036.36,1291.90,1823.41,1874.68,2217.81,1910.03,1706.81,1937.36,1807.12,N,1483.22,1512.98,1496.20,1531.94,1621.34,1570.29,1593.80,1479.70,1651.46,1612.83,1660.98,1623.98,1758.40,1627.52,1735.75,1539.03,1521.81,1579.44,1614.61,1754.62,N
2016-09-06,1624.58,1635.79,1634.99,1632.82,1569.56,1507.16,1570.40,1813.79,1845.95,1832.89,1771.89,1711.77,1617.50,1646.76,1603.29,1743.89,N,1583.49,943.22,1167.75,1663.52,1678.40,2066.88,1644.60,1450.87,1747.05,1689.50,1930.04,1052.13,1295.69,1817.06,1879.24,2229.74,1920.48,1725.07,1934.23,1814.95,N,1485.77,1520.50,1498.97,1538.35,1624.03,1572.64,1593.94,1482.76,1654.30,1620.90,1664.09,1630.82,1761.52,1629.95,1736.06,1542.24,1524.13,1581.86,1616.38,1756.73,N
2016-09-07,1625.85,1634.90,1635.05,1637.60,1576.94,1521.56,1577.06,1815.61,1845.42,1833.38,1777.23,1720.08,1633.06,1653.97,1609.34,1750.67,N,1592.69,946.48,1165.83,1663.39,1669.48,2068.36,1653.52,1451.83,1751.14,1692.25,1941.44,1056.28,1293.56,1817.25,1870.08,2232.01,1930.91,1727.51,1939.16,1817.96,N,1483.84,1520.97,1498.45,1539.05,1630.25,1575.63,1602.16,1488.89,1652.80,1621.58,1664.10,1631.71,1768.55,1633.05,1745.45,1548.67,1528.32,1586.22,1623.86,1765.22,N
2016-09-08,1622.12,1631.96,1631.31,1629.87,1572.49,1524.51,1574.76,1811.52,1842.16,1829.26,1769.00,1715.33,1636.31,1651.59,1603.19,1744.11,N,1573.04,963.65,1158.82,1658.94,1658.52,2072.90,1652.14,1457.15,1747.07,1676.81,1917.90,1075.44,1285.78,1812.48,1858.20,2236.91,1929.30,1734.05,1934.76,1801.37,N,1485.43,1513.29,1499.16,1530.86,1623.96,1566.64,1599.90,1482.09,1654.58,1613.47,1664.92,1623.13,1761.98,1623.77,1743.05,1541.73,1520.47,1578.16,1619.45,1760.59,N
2016-09-09,1581.05,1593.25,1591.30,1583.32,1525.15,1479.66,1529.63,1765.67,1798.47,1784.42,1718.62,1663.70,1588.19,1604.27,1556.22,1693.10,N,1510.27,934.96,1119.84,1611.38,1609.45,2028.72,1595.04,1403.30,1710.62,1636.94,1841.38,1043.43,1242.53,1760.56,1803.34,2189.23,1862.61,1669.98,1894.39,1758.54,N,1452.49,1474.74,1464.37,1491.09,1577.86,1521.58,1551.00,1438.32,1617.89,1572.37,1626.32,1580.97,1712.21,1577.11,1689.79,1496.20,1476.64,1532.70,1571.37,1708.45,N
2016-09-12,1603.62,1616.40,1614.51,1606.84,1544.06,1499.08,1549.18,1790.97,1824.70,1810.54,1744.24,1684.36,1609.09,1624.80,1577.53,1716.33,N,1527.33,943.56,1130.04,1632.50,1639.71,2062.75,1633.29,1425.93,1730.39,1662.97,1862.74,1053.05,1253.85,1783.63,1837.25,2225.95,1907.28,1696.93,1916.42,1786.63,N,1471.46,1498.65,1483.89,1514.91,1601.88,1543.55,1567.60,1459.17,1639.06,1598.00,1648.04,1606.35,1738.37,1599.93,1707.91,1517.93,1498.28,1555.20,1591.61,1730.53,N
2016-09-13,1578.84,1593.00,1590.53,1579.95,1514.70,1470.99,1521.28,1763.81,1798.83,1784.17,1715.45,1652.79,1579.23,1595.92,1549.42,1686.18,N,1487.27,914.99,1103.32,1606.93,1615.04,2032.25,1595.67,1404.79,1699.03,1651.16,1815.23,1021.19,1224.57,1755.81,1811.65,2194.03,1864.51,1672.33,1882.33,1774.00,N,1446.84,1480.80,1458.90,1495.73,1574.54,1518.31,1537.09,1432.23,1612.11,1579.47,1620.77,1586.47,1709.21,1574.02,1675.30,1490.12,1472.31,1528.48,1562.60,1699.55,N
2016-09-14,1577.80,1592.45,1589.65,1577.41,1512.09,1474.10,1517.72,1762.77,1798.32,1783.31,1712.88,1650.14,1582.64,1592.30,1546.84,1683.57,N,1492.00,903.44,1101.20,1604.10,1611.71,2035.75,1595.73,1409.79,1693.50,1662.48,1821.88,1008.31,1222.25,1752.79,1807.92,2198.28,1864.82,1678.28,1876.56,1786.17,N,1442.04,1485.29,1453.76,1499.78,1569.03,1519.17,1531.44,1433.21,1606.76,1584.48,1615.10,1590.97,1703.52,1574.96,1669.40,1491.26,1473.11,1529.40,1557.12,1693.86,N
2016-09-15,1593.99,1608.33,1605.65,1594.08,1529.24,1491.87,1536.47,1781.12,1816.56,1801.55,1731.17,1668.92,1601.74,1612.00,1563.75,1702.11,N,1498.09,913.71,1111.21,1618.01,1623.43,2059.41,1616.08,1419.89,1705.52,1691.92,1829.89,1019.82,1233.37,1769.36,1821.15,2223.83,1888.61,1690.94,1890.04,1817.91,N,1455.07,1501.67,1466.72,1516.78,1584.33,1536.62,1548.73,1449.55,1621.69,1602.06,1629.91,1609.09,1720.52,1593.05,1688.34,1508.28,1489.83,1546.77,1573.60,1712.03,N
2016-09-16,1588.27,1602.60,1599.65,1586.66,1523.91,1497.80,1530.63,1774.75,1810.10,1794.83,1723.17,1663.20,1608.13,1605.95,1557.35,1695.21,N,1496.73,906.52,1108.26,1606.37,1617.40,2063.39,1610.87,1432.29,1693.11,1686.78,1828.33,1011.80,1230.31,1756.64,1814.43,2228.13,1882.70,1705.71,1876.33,1812.41,N,1449.24,1497.08,1460.87,1511.51,1578.37,1527.92,1543.94,1443.80,1615.20,1597.18,1623.42,1603.52,1714.11,1584.06,1683.24,1502.37,1482.36,1539.06,1568.36,1706.43,N
2016-09-19,1589.83,1601.84,1599.89,1591.89,1533.40,1502.71,1539.26,1776.52,1809.24,1795.13,1728.99,1673.63,1613.42,1615.07,1564.65,1703.26,N,1511.39,905.69,1115.56,1613.57,1619.64,2057.53,1610.14,1447.24,1702.93,1683.47,1846.24,1010.87,1238.40,1764.51,1816.97,2221.80,1881.84,1723.51,1887.25,1808.95,N,1449.65,1495.10,1462.29,1510.40,1584.59,1531.83,1554.17,1452.12,1615.66,1595.07,1625.04,1602.34,1721.13,1588.12,1694.44,1511.10,1488.10,1545.05,1576.81,1715.78,N
2016-09-20,1589.35,1603.18,1600.21,1587.13,1527.64,1504.04,1533.07,1776.03,1810.81,1795.53,1723.87,1667.36,1614.85,1608.57,1559.40,1697.58,N,1508.71,897.67,1110.09,1613.38,1618.76,2067.07,1596.02,1445.26,1703.28,1681.94,1843.14,1001.92,1232.34,1764.32,1815.98,2232.10,1865.34,1721.15,1887.69,1807.29,N,1448.92,1498.59,1460.81,1512.69,1579.48,1527.68,1545.70,1449.58,1614.87,1598.86,1623.44,1604.81,1715.57,1583.90,1685.26,1508.46,1484.81,1541.69,1569.98,1708.37,N
2016-09-21,1607.22,1619.70,1617.60,1608.89,1548.68,1520.71,1554.30,1796.04,1829.47,1815.07,1747.59,1690.41,1632.82,1630.89,1580.82,1720.99,N,1527.95,918.27,1130.44,1635.56,1631.99,2087.11,1615.12,1475.50,1717.44,1700.83,1866.77,1024.92,1254.93,1788.59,1830.83,2253.78,1887.66,1757.27,1903.42,1827.59,N,1463.99,1513.88,1477.24,1528.51,1603.45,1546.06,1568.19,1468.21,1631.67,1615.18,1641.72,1621.62,1741.73,1603.02,1709.86,1527.92,1503.19,1560.84,1593.37,1733.92,N
2016-09-22,1619.31,1629.73,1628.26,1622.66,1568.84,1540.85,1573.42,1809.58,1840.83,1827.06,1762.57,1712.47,1654.56,1650.98,1597.70,1739.40,N,1555.49,921.51,1133.91,1650.38,1646.53,2103.16,1641.37,1485.38,1730.47,1711.66,1900.86,1028.53,1258.91,1804.80,1847.14,2271.10,1918.35,1769.11,1917.96,1839.23,N,1470.95,1525.68,1484.97,1540.83,1616.78,1559.73,1590.04,1485.72,1639.48,1627.77,1650.35,1634.69,1756.25,1617.19,1733.78,1546.14,1518.89,1577.13,1610.70,1752.85,N
2016-09-23,1610.02,1620.34,1619.24,1615.47,1557.76,1532.54,1560.48,1799.20,1830.22,1816.93,1754.76,1700.40,1645.67,1637.40,1588.62,1729.53,N,1559.28,907.89,1126.34,1638.47,1637.04,2094.58,1644.43,1481.77,1722.22,1696.21,1905.51,1013.33,1250.49,1791.77,1836.50,2261.84,1921.93,1764.81,1908.85,1822.63,N,1463.29,1515.95,1477.20,1531.78,1608.19,1554.38,1577.32,1476.89,1630.94,1617.39,1641.71,1625.10,1746.92,1611.64,1719.95,1536.95,1512.00,1569.98,1599.96,1741.19,N
2016-09-26,1596.58,1605.94,1605.55,1605.29,1546.20,1517.00,1546.92,1784.32,1814.14,1801.72,1743.72,1687.83,1629.04,1623.19,1577.76,1717.74,N,1562.88,904.20,1121.59,1631.72,1621.38,2069.41,1634.14,1478.45,1703.54,1684.34,1909.92,1009.20,1245.22,1784.39,1820.20,2234.66,1909.90,1760.85,1888.19,1809.89,N,1449.80,1503.03,1463.97,1519.65,1596.28,1546.53,1566.32,1465.13,1615.91,1603.94,1627.02,1612.51,1734.02,1603.50,1708.06,1524.71,1502.24,1559.84,1588.52,1728.79,N
2016-09-27,1605.80,1616.80,1615.74,1612.15,1549.26,1525.83,1552.98,1794.68,1826.49,1813.23,1751.22,1691.20,1638.53,1629.57,1582.78,1723.24,N,1547.75,898.13,1126.45,1642.63,1629.91,2085.78,1645.25,1461.35,1710.00,1704.17,1891.44,1002.43,1250.62,1796.32,1829.77,2252.68,1922.89,1740.92,1895.35,1831.21,N,1459.59,1513.22,1473.09,1529.50,1601.47,1554.92,1568.43,1469.15,1626.86,1614.91,1637.18,1623.05,1739.73,1612.20,1710.40,1528.90,1508.73,1566.63,1592.02,1732.63,N
2016-09-28,1614.88,1624.80,1624.27,1623.38,1561.74,1535.39,1566.05,1805.36,1835.90,1823.25,1764.15,1705.86,1649.45,1643.52,1594.63,1737.02,N,1556.37,938.96,1142.77,1653.79,1632.69,2082.23,1643.44,1458.39,1719.38,1710.92,1906.31,1048.04,1270.35,1808.92,1833.15,2249.02,1921.38,1738.40,1907.54,1838.54,N,1469.81,1517.24,1483.90,1534.17,1614.14,1564.09,1585.15,1476.43,1638.75,1619.36,1649.78,1628.21,1754.46,1622.15,1729.74,1537.37,1517.24,1576.10,1606.45,1749.39,N
2016-09-29,1599.14,1609.45,1609.12,1609.19,1543.11,1512.98,1547.58,1787.85,1818.59,1806.29,1748.82,1685.86,1625.44,1624.23,1578.27,1719.42,N,1536.83,940.00,1133.36,1641.48,1617.89,2040.80,1633.45,1437.88,1695.69,1699.57,1883.17,1049.19,1259.95,1795.55,1816.57,2204.29,1909.70,1713.95,1881.58,1826.35,N,1454.64,1504.39,1469.30,1520.71,1601.44,1548.87,1567.46,1457.45,1621.89,1605.65,1633.62,1613.94,1740.78,1606.41,1710.82,1517.89,1500.44,1558.80,1591.09,1732.91,N
2016-09-30,1612.05,1622.09,1621.87,1622.51,1556.30,1531.82,1564.01,1802.30,1832.88,1820.61,1763.33,1700.29,1645.74,1641.50,1591.53,1733.89,N,1528.05,952.59,1143.68,1655.50,1632.68,2062.45,1629.88,1428.48,1710.72,1708.82,1872.43,1063.24,1271.43,1810.91,1833.19,2227.72,1905.53,1702.74,1898.27,1836.29,N,1466.96,1515.17,1481.86,1531.73,1614.95,1561.41,1581.65,1469.03,1635.64,1617.16,1647.59,1625.64,1755.51,1619.42,1726.35,1529.95,1512.61,1571.45,1604.85,1747.95,N
2016-10-03,1606.58,1617.52,1616.86,1615.29,1547.89,1526.57,1557.75,1796.39,1827.97,1815.21,1755.61,1691.17,1640.23,1634.97,1583.73,1725.49,N,1501.59,951.05,1143.26,1651.74,1627.71,2059.82,1630.16,1410.54,1698.59,1702.54,1840.45,1061.53,1270.96,1806.93,1827.62,2224.87,1905.86,1681.35,1884.94,1830.18,N,1462.41,1511.39,1477.06,1527.24,1606.56,1555.78,1572.29,1462.01,1630.85,1613.27,1642.52,1621.02,1746.56,1613.66,1716.25,1522.64,1506.57,1565.22,1595.74,1738.17,N
2016-10-04,1598.50,1610.14,1608.86,1604.21,1539.16,1519.39,1550.89,1787.50,1819.82,1806.40,1743.57,1681.69,1632.54,1627.80,1573.78,1714.68,N,1479.37,941.61,1122.11,1638.81,1615.28,2056.01,1614.68,1379.56,1696.39,1700.53,1813.34,1050.98,1247.45,1792.80,1813.66,2220.76,1887.76,1644.43,1883.29,1828.01,N,1454.80,1505.57,1468.85,1520.71,1594.24,1546.54,1563.07,1454.15,1622.70,1607.05,1633.67,1614.09,1733.17,1604.07,1706.21,1514.53,1498.03,1556.39,1584.89,1726.36,N
2016-10-05,1605.59,1616.71,1615.68,1612.26,1547.44,1530.62,1564.92,1796.05,1828.08,1814.77,1752.44,1690.88,1644.70,1642.61,1581.95,1723.72,N,1448.77,956.79,1131.37,1649.16,1617.57,2065.37,1598.46,1376.04,1706.09,1708.47,1776.02,1067.93,1257.75,1804.28,1816.67,2231.34,1878.55,1640.29,1894.35,1836.62,N,1463.70,1508.30,1478.12,1523.74,1604.89,1551.39,1573.71,1459.49,1633.82,1610.21,1645.02,1617.50,1744.94,1609.14,1718.00,1520.21,1503.55,1562.19,1595.15,1737.72,N
2016-10-06,1605.38,1617.16,1615.74,1610.38,1546.25,1524.84,1563.74,1795.87,1828.63,1814.88,1750.49,1689.63,1638.54,1641.42,1580.41,1722.11,N,1449.67,958.20,1139.27,1651.76,1618.72,2052.37,1594.39,1375.79,1706.19,1710.78,1777.29,1069.55,1266.94,1807.13,1818.01,2217.30,1873.87,1639.99,1894.61,1839.10,N,1463.73,1509.15,1478.11,1523.86,1604.67,1547.75,1574.10,1456.60,1633.87,1611.18,1645.06,1617.69,1744.85,1605.42,1718.50,1517.21,1500.16,1558.70,1595.32,1738.02,N
2016-10-07,1599.29,1612.61,1610.42,1601.24,1535.51,1516.59,1551.71,1789.10,1823.55,1808.97,1740.56,1677.90,1629.67,1628.79,1570.48,1711.30,N,1446.75,952.82,1120.36,1631.25,1612.54,2053.57,1588.72,1373.74,1705.41,1707.96,1773.71,1063.54,1245.92,1784.69,1811.12,2218.58,1867.22,1637.54,1893.74,1836.34,N,1459.77,1504.71,1473.23,1518.85,1596.20,1538.27,1561.88,1447.91,1629.48,1606.53,1639.65,1612.45,1735.63,1595.59,1705.16,1508.16,1491.00,1549.19,1585.07,1726.86,N
2016-10-10,1607.65,1620.04,1617.74,1608.01,1549.07,1536.20,1565.45,1798.45,1831.96,1817.19,1747.92,1692.72,1650.74,1643.22,1580.55,1722.27,N,1456.16,968.31,1126.99,1633.35,1613.82,2065.80,1601.52,1386.81,1714.57,1719.26,1785.26,1080.83,1253.29,1786.98,1812.56,2231.81,1882.26,1653.13,1903.91,1848.49,N,1467.06,1511.00,1480.58,1525.02,1602.80,1544.95,1574.74,1461.73,1637.62,1613.25,1647.83,1619.00,1742.80,1602.51,1719.20,1522.56,1501.05,1559.63,1594.80,1737.45,N
2016-10-11,1586.59,1600.75,1597.53,1583.19,1523.51,1508.37,1538.01,1774.91,1810.16,1794.50,1720.94,1664.78,1620.85,1614.42,1555.35,1694.81,N,1442.48,956.83,1108.74,1613.54,1600.21,2012.43,1589.46,1369.76,1696.72,1696.99,1768.49,1068.02,1233.00,1765.32,1797.27,2174.24,1868.09,1632.81,1884.09,1824.55,N,1450.48,1491.99,1462.99,1504.96,1578.81,1520.26,1550.86,1435.26,1619.14,1592.95,1628.27,1597.70,1716.73,1576.91,1693.13,1494.99,1475.80,1533.40,1570.56,1711.04,N
2016-10-12,1588.16,1602.26,1599.25,1586.00,1524.65,1505.80,1536.76,1776.81,1812.03,1796.58,1724.04,1666.19,1618.15,1613.20,1557.35,1697.10,N,1460.80,952.35,1107.11,1616.96,1607.05,1996.51,1594.02,1383.16,1703.86,1696.08,1791.39,1063.02,1231.18,1769.10,1804.96,2158.02,1874.09,1648.78,1892.14,1823.58,N,1450.69,1494.72,1463.72,1507.53,1583.08,1521.34,1554.86,1433.18,1619.45,1596.08,1629.15,1600.63,1721.42,1578.06,1697.68,1492.95,1475.11,1532.75,1574.92,1715.91,N
2016-10-13,1582.54,1597.72,1594.30,1578.98,1516.11,1489.33,1524.85,1770.59,1806.97,1791.08,1716.43,1656.96,1600.47,1600.80,1549.59,1688.69,N,1471.71,946.66,1097.92,1611.17,1601.67,1997.85,1588.74,1399.72,1692.14,1684.78,1804.77,1056.95,1221.07,1762.83,1798.92,2159.47,1867.88,1668.52,1879.26,1811.42,N,1446.07,1491.09,1458.51,1503.63,1574.51,1516.34,1545.31,1426.09,1614.39,1592.23,1623.45,1596.50,1712.12,1572.88,1687.38,1485.63,1468.64,1526.06,1566.28,1706.57,N
2016-10-14,1582.12,1598.29,1594.43,1576.94,1512.64,1485.20,1521.74,1770.12,1807.61,1791.23,1714.21,1653.17,1596.07,1597.54,1546.86,1685.72,N,1466.96,941.89,1099.64,1614.36,1602.00,1980.98,1590.18,1392.91,1697.39,1691.01,1798.95,1051.62,1222.97,1766.34,1799.28,2141.24,1869.57,1660.40,1885.09,1818.13,N,1447.89,1490.11,1459.85,1502.38,1572.28,1514.59,1544.94,1419.30,1616.43,1591.18,1624.94,1595.18,1709.71,1571.07,1686.96,1478.56,1464.10,1521.35,1565.27,1705.46,N
2016-10-17,1577.66,1593.53,1589.72,1572.43,1509.83,1480.43,1518.01,1765.17,1802.29,1785.98,1709.31,1650.11,1590.95,1593.64,1543.17,1681.70,N,1469.07,937.48,1100.08,1612.33,1597.47,1976.41,1590.47,1399.59,1692.98,1686.47,1801.54,1046.70,1223.47,1764.12,1794.20,2136.31,1869.92,1668.36,1880.19,1813.24,N,1444.42,1484.70,1456.39,1496.98,1568.69,1509.25,1542.77,1415.88,1612.55,1585.52,1621.09,1589.53,1705.80,1565.53,1684.61,1475.01,1459.43,1516.50,1562.60,1702.56,N
2016-10-18,1587.41,1603.14,1599.57,1583.52,1519.43,1485.91,1527.46,1776.08,1813.16,1797.05,1721.36,1660.60,1596.83,1603.56,1553.54,1693.01,N,1478.14,940.86,1114.22,1616.57,1603.50,1998.28,1600.06,1410.91,1703.57,1698.43,1812.66,1050.47,1239.20,1768.75,1800.97,2159.94,1881.19,1681.86,1891.95,1826.10,N,1451.69,1495.32,1464.23,1507.60,1580.05,1519.58,1552.17,1425.33,1620.67,1596.85,1629.81,1600.80,1718.15,1576.24,1694.88,1484.85,1469.19,1526.65,1573.14,1714.05,N
2016-10-19,1591.43,1606.11,1603.23,1590.55,1525.73,1490.80,1534.18,1780.80,1816.80,1801.39,1729.04,1667.65,1602.17,1610.63,1560.22,1700.39,N,1481.84,954.45,1125.02,1620.46,1599.54,1989.63,1605.03,1408.77,1716.15,1697.22,1817.74,1065.73,1251.20,1773.44,1797.87,2150.59,1887.04,1679.31,1906.05,1824.81,N,1453.60,1498.99,1467.10,1511.56,1588.12,1525.14,1560.55,1429.08,1623.15,1600.91,1633.31,1605.13,1726.96,1582.07,1704.32,1488.77,1474.26,1531.95,1581.02,1722.79,N
2016-10-20,1588.80,1603.96,1600.86,1587.16,1521.07,1490.73,1529.24,1777.97,1814.50,1798.86,1725.40,1662.59,1602.10,1605.47,1556.22,1696.06,N,1478.07,953.54,1125.89,1611.57,1592.93,1999.49,1583.45,1407.59,1713.17,1694.90,1813.11,1064.74,1252.19,1764.00,1790.75,2161.26,1861.66,1677.90,1902.74,1822.32,N,1450.02,1498.85,1463.88,1510.53,1584.50,1522.18,1555.16,1425.42,1619.33,1600.83,1629.87,1604.10,1723.01,1579.05,1698.50,1484.95,1470.64,1528.21,1576.82,1718.26,N
2016-10-21,1588.47,1604.38,1600.92,1585.38,1518.68,1487.04,1526.90,1777.61,1814.98,1798.93,1723.51,1659.99,1598.16,1603.03,1554.14,1693.82,N,1475.76,947.60,1123.49,1609.98,1599.27,1983.56,1566.26,1399.95,1712.61,1703.34,1810.29,1058.10,1249.55,1762.33,1797.89,2144.05,1841.45,1668.80,1902.12,1831.39,N,1447.58,1502.51,1461.76,1513.02,1582.11,1521.14,1553.43,1422.38,1616.61,1604.74,1627.52,1606.76,1720.42,1578.07,1696.63,1481.79,1468.72,1526.27,1574.67,1715.93,N
