DATE,CRSPTM1,CRSPME1,CRSPLC1,CRSPMI1,CRSPSC1,CRSPMC1,CRSPSX1,CRSPTMT,CRSPMET,CRSPLCT,CRSPMIT,CRSPSCT,CRSPMCT,CRSPSXT,CRSPSM1,CRSPSMT,CAP_RESTATEMENT,CRSPRE1,CRSPEN1,CRSPMT1,CRSPID1,CRSPCS1,CRSPHC1,CRSPTE1,CRSPUT1,CRSPFN1,CRSPIT1,CRSPRET,CRSPENT,CRSPMTT,CRSPIDT,CRSPCST,CRSPHCT,CRSPTET,CRSPUTT,CRSPFNT,CRSPITT,SECTOR_RESTATEMENT,CRSPMEV1,CRSPMEG1,CRSPLCV1,CRSPLCG1,CRSPMIV1,CRSPMIG1,CRSPSCV1,CRSPSCG1,CRSPMEVT,CRSPMEGT,CRSPLCVT,CRSPLCGT,CRSPMIVT,CRSPMIGT,CRSPSCVT,CRSPSCGT,CRSPSMG1,CRSPSMGT,CRSPSMV1,CRSPSMVT,VG_RESTATEMENT
2015-11-13,1501.67,1518.96,1515.12,1497.62,1422.04,1432.31,1439.30,1648.54,1682.94,1669.13,1604.49,1529.92,1522.49,1494.52,1461.89,1569.26,N,1331.72,898.39,1024.47,1498.81,1494.36,1992.19,1414.92,1217.28,1671.57,1513.28,1576.45,978.53,1115.65,1611.16,1640.62,2122.63,1612.06,1407.61,1816.04,1604.28,N,1362.39,1433.03,1373.76,1443.66,1481.69,1450.95,1438.65,1349.70,1482.27,1508.16,1491.20,1512.42,1579.08,1492.68,1539.63,1391.67,1402.85,1444.55,1462.30,1561.48,N
2015-11-16,1522.51,1541.53,1537.28,1517.76,1436.37,1436.46,1453.89,1671.67,1708.28,1693.83,1626.10,1545.46,1526.97,1509.73,1479.25,1587.97,N,1346.12,927.87,1037.53,1519.46,1515.34,2012.51,1436.78,1238.20,1691.12,1533.78,1593.73,1012.16,1129.89,1633.40,1663.77,2144.28,1637.06,1432.22,1837.43,1626.01,N,1383.87,1452.85,1395.22,1463.19,1502.51,1469.49,1454.10,1362.26,1506.19,1529.01,1514.97,1532.88,1601.34,1511.74,1556.31,1404.70,1418.58,1460.79,1480.50,1581.02,N
2015-11-17,1520.24,1539.59,1535.32,1515.70,1432.63,1430.20,1449.76,1669.47,1706.48,1692.00,1624.10,1541.48,1520.35,1505.47,1476.37,1585.01,N,1346.93,916.40,1035.14,1516.27,1507.26,2021.75,1439.73,1215.15,1688.34,1532.68,1594.75,999.65,1127.29,1630.29,1654.91,2154.16,1640.42,1405.60,1834.43,1626.21,N,1380.01,1453.56,1391.28,1463.84,1498.45,1469.69,1448.96,1360.19,1502.55,1529.79,1511.20,1533.61,1597.26,1512.11,1550.85,1402.61,1417.64,1459.92,1475.99,1576.34,N
2015-11-18,1544.74,1564.65,1560.15,1539.40,1455.53,1450.04,1474.53,1696.50,1734.37,1719.48,1649.69,1566.26,1541.52,1531.35,1499.70,1610.22,N,1359.83,932.12,1054.74,1538.62,1532.43,2061.80,1454.20,1225.41,1716.38,1557.42,1610.04,1016.80,1148.71,1654.82,1682.67,2196.83,1656.90,1417.54,1864.95,1652.55,N,1400.57,1479.50,1412.26,1489.27,1522.92,1491.53,1471.83,1382.27,1524.94,1557.29,1534.02,1560.46,1623.58,1534.72,1575.54,1425.43,1439.75,1482.79,1499.57,1601.75,N
2015-11-19,1542.49,1562.62,1558.30,1538.47,1451.51,1441.27,1469.49,1694.11,1732.20,1717.52,1648.71,1562.07,1532.23,1526.25,1497.28,1607.70,N,1363.80,919.07,1051.42,1542.42,1540.82,2026.59,1455.58,1236.57,1717.41,1565.14,1614.74,1002.74,1145.72,1659.02,1691.90,2159.33,1658.47,1430.62,1866.08,1660.79,N,1398.11,1478.34,1409.94,1488.26,1521.73,1490.93,1468.82,1377.29,1522.38,1556.10,1531.60,1559.42,1622.34,1534.10,1572.50,1420.36,1436.91,1479.90,1497.61,1599.77,N
2015-11-20,1548.52,1568.62,1563.93,1542.27,1459.44,1452.60,1476.63,1700.95,1739.14,1723.98,1652.87,1570.63,1544.31,1533.70,1503.08,1613.97,N,1379.63,909.12,1046.26,1551.06,1542.41,2040.60,1449.16,1242.43,1722.26,1577.48,1633.49,991.89,1140.10,1668.32,1693.68,2175.74,1652.76,1437.40,1871.49,1673.89,N,1399.58,1488.69,1411.21,1498.08,1523.65,1496.62,1475.74,1386.03,1524.46,1566.99,1533.38,1569.74,1624.47,1540.01,1579.92,1429.41,1443.64,1486.85,1502.36,1604.91,N
2015-11-23,1547.85,1565.77,1562.12,1545.66,1464.77,1462.94,1482.25,1700.28,1736.04,1722.05,1656.57,1576.41,1555.34,1539.58,1507.40,1618.68,N,1381.67,915.12,1047.37,1547.03,1552.05,2040.83,1445.21,1232.31,1718.61,1569.54,1635.90,998.43,1141.31,1664.02,1704.45,2175.99,1648.26,1426.53,1867.56,1665.48,N,1396.52,1486.61,1409.06,1496.95,1527.70,1499.14,1480.88,1391.38,1521.19,1564.83,1531.13,1568.58,1628.92,1542.62,1585.50,1434.94,1447.63,1490.97,1506.83,1609.80,N
2015-11-24,1551.03,1567.48,1564.35,1550.47,1473.16,1473.52,1492.23,1703.83,1738.00,1724.56,1661.75,1585.54,1566.68,1550.05,1513.94,1625.76,N,1374.44,936.53,1058.59,1548.69,1556.25,2045.88,1449.29,1230.63,1714.95,1573.01,1627.41,1021.82,1153.57,1665.92,1709.08,2181.37,1652.91,1425.34,1863.62,1669.17,N,1399.36,1486.66,1412.25,1497.72,1532.66,1503.58,1488.50,1400.29,1524.38,1564.90,1534.67,1569.40,1634.24,1547.21,1593.82,1444.16,1454.10,1497.67,1513.19,1616.67,N
2015-11-25,1552.35,1566.76,1564.39,1554.30,1481.06,1488.50,1500.42,1705.46,1737.36,1724.78,1666.14,1594.25,1582.65,1558.75,1519.74,1632.23,N,1380.06,929.29,1053.42,1548.61,1562.72,2059.12,1446.96,1224.08,1716.25,1568.44,1634.20,1013.95,1147.94,1666.41,1716.36,2195.49,1650.25,1417.85,1865.26,1664.37,N,1397.08,1487.94,1410.30,1500.05,1533.28,1510.73,1493.36,1411.26,1522.01,1566.42,1532.73,1571.99,1635.30,1554.70,1599.35,1455.54,1463.09,1507.03,1515.89,1619.93,N
2015-11-27,1553.90,1567.73,1565.47,1555.92,1484.73,1498.28,1502.90,1707.53,1738.81,1726.35,1668.26,1598.45,1593.17,1561.54,1522.34,1635.35,N,1391.14,921.43,1051.78,1551.52,1563.55,2064.69,1453.28,1226.63,1722.38,1571.20,1647.79,1005.39,1146.28,1669.95,1718.43,2201.44,1657.46,1420.93,1872.16,1667.67,N,1398.92,1487.68,1411.88,1500.37,1534.02,1513.23,1497.16,1414.64,1524.13,1566.74,1534.61,1572.88,1636.66,1557.43,1603.73,1459.19,1465.88,1510.07,1518.23,1622.86,N
2015-11-30,1546.77,1559.83,1558.08,1551.07,1478.71,1495.26,1497.03,1699.78,1730.15,1718.29,1663.11,1592.09,1589.98,1555.53,1516.93,1629.62,N,1380.63,925.20,1055.39,1543.53,1549.07,2036.83,1451.39,1229.73,1717.18,1572.87,1635.44,1009.94,1150.28,1661.38,1702.52,2171.73,1655.30,1424.52,1866.66,1669.44,N,1394.49,1477.06,1407.91,1490.17,1532.32,1505.18,1493.04,1406.76,1519.35,1555.68,1530.34,1562.29,1634.94,1549.15,1599.44,1451.15,1457.88,1501.88,1515.36,1619.90,N
2015-12-01,1562.14,1576.76,1574.53,1565.15,1488.35,1500.10,1506.20,1716.77,1749.07,1736.55,1678.22,1602.50,1595.14,1565.10,1528.88,1642.47,N,1400.25,931.73,1060.73,1551.33,1562.43,2069.30,1459.10,1239.21,1735.78,1590.12,1658.69,1017.22,1156.30,1669.78,1717.23,2206.35,1664.10,1435.50,1886.98,1687.76,N,1411.46,1490.89,1424.17,1504.29,1546.69,1518.35,1503.32,1415.32,1537.90,1570.46,1548.06,1577.27,1650.28,1562.70,1610.52,1459.98,1468.78,1513.11,1527.81,1633.25,N
2015-12-02,1545.06,1559.76,1557.23,1546.35,1472.07,1488.89,1491.46,1698.37,1730.64,1717.86,1658.24,1585.18,1583.32,1550.02,1511.28,1623.77,N,1371.96,902.26,1045.74,1533.86,1549.51,2051.57,1445.61,1212.25,1713.71,1580.86,1625.20,985.22,1139.98,1651.13,1704.27,2188.00,1648.72,1404.27,1863.36,1677.99,N,1394.23,1477.22,1406.52,1490.08,1526.47,1501.89,1483.20,1403.91,1519.79,1556.11,1529.50,1562.42,1629.03,1545.78,1589.27,1448.31,1454.60,1498.56,1507.77,1612.14,N
2015-12-03,1522.25,1537.35,1534.68,1523.01,1448.03,1462.36,1467.08,1673.35,1705.84,1693.05,1633.32,1559.33,1555.14,1524.71,1487.59,1598.39,N,1350.71,885.31,1038.10,1513.77,1531.83,2002.38,1429.20,1200.92,1687.64,1560.15,1600.03,966.73,1132.09,1629.52,1684.83,2135.54,1630.00,1391.15,1835.20,1656.00,N,1375.26,1454.73,1387.73,1466.67,1506.06,1476.38,1461.45,1378.24,1499.18,1532.46,1509.14,1537.91,1607.45,1519.53,1566.01,1421.84,1428.95,1472.14,1486.71,1589.75,N
2015-12-04,1550.72,1569.31,1565.41,1547.64,1463.92,1474.37,1482.92,1704.67,1741.31,1726.96,1659.75,1576.50,1567.93,1541.20,1508.01,1620.36,N,1374.88,878.95,1053.45,1532.51,1563.33,2049.36,1452.51,1216.21,1727.63,1594.86,1628.78,959.79,1148.83,1649.72,1719.57,2185.64,1656.58,1408.85,1878.74,1692.85,N,1404.02,1484.78,1415.55,1496.00,1529.28,1501.48,1476.36,1394.62,1530.52,1564.14,1539.40,1568.69,1632.23,1545.39,1582.09,1438.74,1449.75,1493.58,1506.05,1610.47,N
2015-12-07,1537.92,1558.40,1554.03,1533.92,1444.01,1445.02,1461.20,1690.71,1729.31,1714.53,1645.21,1555.12,1536.74,1518.69,1491.30,1602.52,N,1371.41,845.08,1031.76,1518.55,1562.35,2031.25,1452.72,1217.24,1711.97,1584.60,1624.89,922.90,1125.19,1634.69,1718.66,2166.33,1656.82,1410.82,1861.76,1682.13,N,1394.51,1474.14,1405.46,1484.90,1513.54,1490.53,1455.89,1376.08,1520.26,1553.02,1528.53,1557.15,1615.57,1534.32,1560.24,1419.65,1434.72,1478.22,1488.41,1591.73,N
2015-12-08,1528.36,1548.25,1544.16,1525.43,1435.53,1443.10,1452.11,1680.33,1718.20,1703.78,1636.22,1546.11,1534.73,1509.32,1482.81,1593.52,N,1369.35,834.08,1009.78,1500.67,1556.21,2038.34,1449.10,1215.29,1692.42,1580.77,1622.66,911.30,1101.22,1615.46,1711.91,2174.00,1652.69,1409.44,1840.70,1678.08,N,1380.59,1470.34,1391.29,1481.55,1499.13,1488.83,1443.39,1372.38,1505.29,1549.06,1513.33,1553.68,1600.40,1532.57,1547.00,1415.94,1432.10,1475.55,1474.94,1577.51,N
2015-12-09,1515.86,1536.57,1532.03,1511.09,1421.32,1425.24,1436.75,1666.70,1705.34,1690.50,1620.92,1530.89,1515.81,1493.45,1468.52,1578.26,N,1360.70,844.44,1042.67,1492.92,1539.54,2015.69,1432.05,1215.35,1673.53,1556.95,1612.41,922.92,1137.12,1607.31,1693.77,2149.83,1633.25,1409.56,1820.22,1652.79,N,1375.32,1453.07,1385.21,1464.29,1487.16,1472.53,1429.87,1357.95,1499.60,1531.01,1506.78,1535.71,1587.76,1515.82,1532.62,1401.08,1416.64,1459.66,1462.22,1564.04,N
2015-12-10,1519.57,1540.47,1535.70,1513.53,1425.28,1429.26,1441.94,1670.93,1709.84,1694.72,1623.77,1535.21,1520.15,1498.90,1471.70,1581.82,N,1351.24,850.39,1035.72,1498.09,1539.67,2031.93,1431.98,1195.91,1674.22,1560.66,1601.19,929.42,1129.77,1612.99,1694.30,2167.15,1633.28,1387.36,1820.99,1656.73,N,1378.42,1457.25,1388.16,1468.22,1488.74,1475.80,1432.76,1362.95,1503.00,1535.70,1510.06,1540.09,1589.76,1519.31,1535.82,1406.25,1420.87,1464.09,1464.33,1566.50,N
2015-12-11,1489.90,1510.55,1505.80,1483.73,1397.66,1394.76,1411.47,1638.59,1676.89,1662.00,1592.09,1505.87,1483.73,1467.55,1442.93,1551.24,N,1346.97,820.80,1007.40,1473.65,1516.20,1996.40,1395.56,1190.47,1640.14,1528.88,1597.98,897.15,1099.27,1586.74,1668.56,2130.25,1592.69,1381.26,1784.41,1623.07,N,1353.80,1426.36,1363.06,1437.40,1461.15,1444.86,1405.10,1336.44,1476.47,1503.29,1483.07,1507.92,1560.65,1487.66,1506.64,1379.17,1391.87,1434.44,1436.83,1537.49,N
2015-12-14,1493.93,1518.93,1512.16,1480.01,1388.58,1382.54,1401.81,1643.12,1686.31,1669.13,1588.20,1496.13,1470.83,1457.53,1436.63,1544.54,N,1352.34,825.40,990.55,1473.40,1524.27,2004.55,1398.47,1194.83,1641.34,1534.61,1604.83,902.18,1080.89,1586.52,1677.44,2139.40,1596.19,1386.31,1785.96,1629.17,N,1361.42,1434.14,1368.53,1443.80,1454.52,1444.46,1394.77,1329.10,1484.78,1511.70,1489.04,1514.83,1553.75,1487.25,1495.62,1371.63,1387.82,1430.29,1428.72,1528.93,N
2015-12-15,1510.47,1534.88,1528.40,1497.67,1406.61,1403.02,1420.11,1661.35,1704.03,1687.08,1607.26,1515.65,1492.65,1476.60,1454.48,1563.83,N,1366.87,848.67,994.78,1476.48,1541.01,2035.79,1413.74,1206.61,1676.43,1539.14,1622.27,927.65,1085.51,1589.86,1695.87,2172.74,1613.61,1399.99,1824.29,1633.97,N,1380.88,1443.02,1387.87,1453.91,1474.19,1459.21,1411.71,1347.65,1506.02,1521.06,1510.12,1525.44,1574.92,1502.48,1513.93,1390.81,1404.61,1447.63,1446.87,1548.52,N
2015-12-16,1532.44,1557.25,1550.71,1519.71,1426.10,1427.58,1438.56,1685.63,1728.98,1711.81,1630.92,1536.77,1518.85,1495.88,1475.30,1586.27,N,1392.64,843.70,1005.16,1499.87,1570.18,2065.40,1447.05,1236.88,1702.59,1559.56,1653.53,922.23,1096.87,1615.06,1728.38,2204.34,1651.64,1435.10,1853.00,1655.70,N,1401.10,1463.92,1408.05,1475.22,1494.94,1481.69,1428.33,1369.62,1528.20,1543.19,1532.19,1547.87,1597.10,1525.63,1531.95,1413.53,1426.95,1470.67,1465.58,1568.63,N
2015-12-17,1510.15,1534.12,1527.42,1495.57,1408.80,1417.11,1419.32,1661.34,1703.58,1686.35,1605.19,1518.26,1507.74,1475.92,1454.44,1564.01,N,1385.18,821.64,985.58,1474.40,1548.90,2042.44,1429.79,1237.71,1679.38,1536.34,1645.43,898.12,1075.52,1589.00,1704.99,2179.84,1631.93,1436.36,1827.94,1631.05,N,1380.66,1441.75,1387.44,1452.44,1472.09,1457.19,1410.72,1353.32,1506.30,1519.88,1510.12,1524.05,1572.93,1500.49,1513.16,1396.86,1406.23,1449.46,1445.35,1547.14,N
2015-12-18,1484.95,1506.29,1500.89,1475.56,1390.36,1407.10,1400.12,1633.65,1672.70,1657.09,1583.71,1498.50,1497.15,1456.04,1435.18,1543.34,N,1369.31,807.45,974.40,1452.42,1521.86,2016.48,1412.61,1224.48,1641.80,1507.23,1626.64,882.60,1063.32,1565.33,1675.23,2152.13,1612.50,1421.01,1787.09,1600.15,N,1355.82,1415.34,1363.18,1427.41,1452.39,1437.68,1391.72,1336.21,1479.20,1492.09,1483.71,1497.83,1551.88,1480.40,1492.95,1379.24,1388.24,1430.93,1425.64,1526.12,N
2015-12-21,1495.85,1517.89,1512.28,1485.92,1398.50,1414.79,1409.10,1645.81,1685.79,1669.86,1594.90,1507.30,1505.36,1465.40,1444.47,1553.39,N,1375.54,806.27,981.84,1463.41,1532.91,2033.37,1424.67,1226.12,1655.24,1521.75,1634.14,881.31,1071.46,1577.18,1688.86,2170.16,1626.26,1422.91,1801.74,1615.56,N,1366.61,1425.81,1373.83,1437.89,1463.13,1447.20,1400.95,1342.80,1491.04,1503.47,1495.37,1509.11,1563.46,1490.23,1502.92,1386.04,1396.65,1439.61,1435.39,1536.64,N
2015-12-22,1508.82,1531.13,1525.48,1498.90,1410.55,1423.26,1421.89,1660.23,1700.69,1684.59,1608.85,1520.36,1514.42,1478.73,1457.01,1566.92,N,1380.64,816.68,997.51,1480.65,1549.30,2045.00,1440.63,1236.28,1668.21,1531.75,1640.31,892.69,1088.57,1595.77,1707.79,2182.96,1644.49,1435.11,1815.90,1626.18,N,1380.41,1435.96,1387.93,1447.96,1478.63,1456.85,1414.96,1352.19,1506.36,1514.23,1510.96,1519.74,1580.05,1500.19,1518.00,1395.78,1406.19,1449.48,1450.14,1552.47,N
2015-12-23,1528.12,1549.60,1544.68,1521.76,1430.81,1439.91,1443.33,1681.53,1721.25,1705.83,1633.41,1542.38,1532.39,1501.12,1478.63,1590.27,N,1395.52,853.97,1021.02,1501.43,1564.20,2068.00,1466.68,1255.69,1688.16,1544.51,1658.45,933.45,1114.34,1618.20,1724.21,2207.52,1674.23,1458.06,1837.80,1639.73,N,1399.98,1449.72,1408.36,1462.72,1503.31,1476.73,1437.19,1369.43,1527.75,1528.78,1533.23,1535.26,1606.46,1520.66,1542.11,1413.69,1424.91,1468.83,1473.54,1577.67,N
2015-12-24,1526.42,1547.05,1542.34,1520.48,1432.56,1443.54,1445.41,1679.66,1718.42,1703.25,1632.04,1544.28,1536.26,1503.28,1478.81,1590.46,N,1394.65,846.28,1019.80,1500.18,1559.28,2070.21,1460.74,1255.00,1688.36,1543.73,1657.45,925.04,1113.01,1616.86,1718.79,2209.88,1667.44,1457.25,1838.06,1638.90,N,1396.72,1448.49,1405.50,1461.35,1502.93,1474.51,1438.14,1372.04,1524.20,1527.48,1530.12,1533.83,1606.06,1518.37,1543.13,1416.38,1424.86,1468.78,1473.92,1578.08,N
2015-12-28,1522.45,1543.68,1538.94,1516.91,1425.72,1432.86,1436.99,1675.32,1714.69,1699.50,1628.21,1537.06,1525.01,1494.54,1473.66,1585.00,N,1402.06,828.94,1010.12,1495.90,1557.48,2059.76,1458.71,1258.52,1685.90,1544.21,1666.55,906.09,1102.47,1612.27,1716.81,2198.75,1665.12,1461.35,1835.49,1639.40,N,1392.16,1447.20,1400.59,1460.26,1497.23,1473.44,1429.40,1367.60,1519.23,1526.13,1524.78,1532.68,1599.97,1517.27,1533.95,1411.90,1422.26,1466.15,1466.70,1570.45,N
2015-12-29,1538.07,1560.31,1554.95,1529.87,1439.01,1447.08,1451.12,1692.94,1733.48,1717.54,1642.59,1552.28,1540.82,1509.46,1486.78,1599.80,N,1415.26,835.02,1019.26,1509.97,1570.83,2085.81,1470.40,1264.83,1701.94,1564.41,1685.10,912.75,1113.98,1627.74,1731.79,2226.75,1679.11,1469.57,1854.32,1660.91,N,1405.32,1465.03,1413.47,1477.43,1509.87,1486.19,1442.34,1380.78,1534.04,1545.03,1539.29,1550.84,1614.01,1530.77,1548.84,1426.22,1435.30,1480.09,1479.44,1584.86,N
2015-12-30,1526.73,1549.29,1543.76,1517.80,1426.85,1434.78,1438.62,1680.64,1721.41,1705.35,1629.85,1539.36,1527.78,1496.52,1474.66,1586.96,N,1406.99,821.94,1007.45,1499.79,1562.44,2075.75,1451.68,1262.48,1688.43,1552.18,1676.52,898.46,1101.48,1616.83,1722.56,2216.46,1657.73,1466.84,1839.94,1648.03,N,1395.61,1454.41,1403.42,1466.65,1498.13,1474.27,1430.13,1369.14,1523.64,1533.94,1528.53,1539.65,1601.69,1518.68,1535.97,1414.32,1423.63,1468.22,1467.34,1572.15,N
2015-12-31,1512.75,1534.38,1529.64,1507.66,1413.82,1420.20,1425.24,1665.26,1704.84,1689.77,1618.97,1525.33,1512.25,1482.62,1463.12,1574.56,N,1394.94,825.78,999.41,1488.17,1546.41,2057.18,1438.03,1249.57,1672.54,1530.40,1662.17,902.65,1092.69,1604.33,1704.89,2196.63,1642.15,1451.84,1822.65,1624.93,N,1382.97,1439.45,1391.14,1452.60,1487.22,1465.40,1416.48,1357.31,1509.84,1518.17,1515.15,1524.91,1590.05,1509.55,1521.35,1402.10,1413.34,1457.61,1455.10,1559.06,N
2016-01-04,1489.05,1510.18,1506.21,1488.07,1389.92,1383.66,1399.88,1639.48,1678.39,1664.26,1597.98,1499.59,1473.37,1456.24,1441.44,1551.27,N,1378.37,824.91,982.81,1466.08,1524.13,2015.55,1417.77,1245.52,1639.57,1507.95,1642.66,901.71,1074.53,1580.64,1680.32,2152.18,1619.01,1447.13,1787.47,1601.80,N,1364.06,1413.21,1372.78,1426.90,1470.81,1443.19,1395.49,1331.03,1489.71,1490.72,1495.60,1498.13,1572.54,1486.73,1498.85,1374.98,1389.10,1432.65,1436.47,1539.15,N
2016-01-05,1491.81,1513.36,1509.23,1490.25,1391.36,1383.79,1398.05,1642.53,1681.93,1667.59,1600.32,1501.17,1473.55,1454.38,1443.26,1553.25,N,1406.00,827.64,982.07,1468.04,1528.74,2024.94,1432.20,1254.85,1647.14,1499.95,1675.58,904.69,1073.72,1582.76,1685.42,2162.21,1635.49,1457.97,1795.72,1593.31,N,1369.39,1413.19,1377.41,1427.54,1473.39,1444.84,1397.48,1331.76,1495.53,1490.71,1500.65,1498.81,1575.30,1488.43,1501.02,1375.79,1390.06,1433.66,1438.99,1541.86,N
2016-01-06,1471.50,1494.71,1489.03,1462.25,1370.09,1365.79,1374.22,1620.66,1661.86,1645.84,1570.39,1478.27,1454.49,1429.63,1418.50,1526.69,N,1400.80,795.17,956.07,1444.62,1514.15,2003.88,1416.65,1252.69,1625.14,1479.46,1669.43,869.24,1045.33,1557.56,1669.52,2139.74,1627.60,1455.52,1771.94,1571.56,N,1349.49,1399.46,1356.60,1411.22,1444.72,1418.77,1376.85,1310.60,1474.79,1476.34,1478.87,1481.76,1544.83,1461.64,1478.91,1353.95,1365.71,1408.60,1414.75,1516.01,N
2016-01-07,1435.78,1458.68,1453.50,1429.23,1333.78,1324.71,1336.86,1581.36,1621.85,1606.62,1535.00,1439.12,1410.78,1390.80,1383.87,1489.47,N,1373.83,775.62,926.64,1403.52,1484.25,1959.15,1385.18,1242.65,1582.16,1431.87,1637.44,847.86,1013.16,1513.25,1636.81,2091.97,1591.44,1443.85,1725.15,1521.05,N,1318.31,1364.09,1325.52,1376.04,1412.13,1386.70,1341.22,1274.86,1440.76,1439.03,1445.05,1444.85,1510.11,1428.59,1440.68,1317.06,1331.81,1373.64,1380.71,1479.61,N
2016-01-08,1419.38,1443.31,1437.65,1410.90,1314.73,1301.69,1317.84,1563.31,1604.76,1589.10,1515.34,1418.58,1386.26,1371.02,1365.19,1469.38,N,1355.23,766.12,917.18,1387.34,1468.85,1930.49,1375.78,1242.92,1558.11,1419.27,1615.27,837.48,1002.82,1495.82,1619.83,2061.41,1580.65,1444.17,1698.93,1507.67,N,1302.87,1351.60,1309.64,1362.69,1391.00,1372.19,1322.37,1256.34,1423.89,1425.86,1427.75,1430.83,1487.57,1413.65,1420.44,1297.93,1315.73,1357.07,1360.38,1457.85,N
2016-01-11,1418.81,1445.40,1438.21,1403.82,1308.28,1289.67,1309.65,1562.69,1607.08,1589.72,1507.74,1411.63,1373.47,1362.51,1358.41,1462.09,N,1363.48,748.89,900.80,1385.81,1479.21,1905.91,1380.45,1249.49,1563.32,1425.59,1625.10,818.65,984.90,1494.16,1631.25,2035.16,1586.01,1451.80,1704.61,1514.38,N,1303.75,1354.78,1309.35,1364.18,1385.86,1363.32,1319.87,1245.64,1424.86,1429.22,1427.43,1432.39,1482.07,1404.51,1417.76,1286.89,1305.97,1347.00,1356.49,1453.70,N
2016-01-12,1428.48,1457.11,1449.01,1410.05,1311.72,1290.79,1315.43,1573.34,1620.11,1601.66,1514.43,1415.34,1374.68,1368.52,1363.29,1467.35,N,1354.82,750.04,900.77,1395.71,1488.81,1928.32,1371.76,1242.21,1568.61,1442.27,1614.77,819.90,984.87,1504.84,1641.84,2059.15,1576.03,1443.34,1710.37,1532.09,N,1312.25,1368.27,1317.13,1376.82,1388.79,1372.87,1320.88,1251.71,1434.16,1443.45,1435.92,1445.66,1485.20,1414.35,1418.85,1293.15,1313.93,1355.22,1358.46,1455.81,N
2016-01-13,1391.26,1420.81,1412.30,1371.28,1272.24,1245.45,1273.93,1532.52,1579.94,1561.26,1472.84,1372.96,1326.57,1325.52,1324.16,1425.36,N,1334.31,734.44,879.46,1361.62,1458.68,1865.17,1341.54,1239.86,1528.29,1401.14,1590.54,802.91,961.68,1468.25,1608.66,1992.64,1541.87,1440.60,1666.50,1488.42,N,1284.88,1327.69,1289.06,1335.72,1355.27,1330.05,1283.85,1210.96,1404.35,1400.89,1405.41,1402.73,1449.41,1370.28,1379.37,1251.15,1271.62,1311.64,1323.57,1418.59,N
2016-01-14,1413.31,1445.58,1435.33,1385.64,1288.20,1265.27,1292.48,1556.84,1607.51,1586.75,1488.28,1390.20,1347.73,1344.85,1339.30,1441.67,N,1333.84,766.35,892.57,1380.26,1461.95,1914.28,1365.69,1260.54,1542.00,1429.57,1589.99,837.80,976.05,1488.37,1612.29,2045.10,1569.63,1464.63,1681.55,1518.62,N,1307.97,1350.00,1311.01,1356.43,1368.90,1344.58,1299.98,1226.12,1429.64,1424.43,1429.38,1424.48,1464.01,1385.26,1396.73,1266.83,1286.38,1326.88,1338.50,1434.62,N
2016-01-15,1383.72,1413.50,1404.44,1360.60,1266.41,1240.76,1269.60,1524.30,1571.92,1552.66,1461.39,1366.73,1321.62,1321.08,1315.82,1416.42,N,1319.50,743.91,872.15,1355.20,1439.09,1885.78,1334.32,1247.46,1509.19,1384.30,1572.96,813.28,953.71,1461.62,1587.08,2014.66,1533.57,1449.44,1645.79,1470.53,N,1278.37,1320.75,1281.93,1328.24,1343.57,1320.94,1278.30,1205.02,1397.36,1393.63,1397.74,1394.93,1436.92,1360.91,1373.48,1245.08,1263.20,1303.00,1315.59,1410.08,N
2016-01-19,1381.53,1415.19,1404.33,1351.50,1253.17,1219.37,1254.24,1521.89,1573.80,1552.54,1451.62,1352.45,1298.83,1305.09,1304.71,1404.47,N,1328.26,725.55,858.96,1351.75,1449.53,1877.72,1340.70,1264.35,1505.73,1379.78,1583.42,793.21,939.30,1457.91,1598.58,2006.08,1540.90,1469.06,1642.02,1465.72,N,1279.90,1322.32,1281.90,1328.04,1333.69,1313.08,1266.44,1190.72,1399.03,1395.29,1397.71,1394.73,1426.35,1352.82,1360.75,1230.31,1252.01,1291.45,1304.96,1398.70,N
2016-01-20,1367.64,1397.89,1388.18,1341.09,1250.88,1230.12,1255.69,1506.80,1554.83,1534.90,1440.44,1350.12,1310.35,1306.60,1298.22,1397.55,N,1292.29,705.71,853.63,1338.59,1435.16,1887.61,1318.02,1237.41,1477.87,1373.70,1541.04,771.60,933.46,1443.76,1584.12,2016.64,1514.84,1437.76,1611.75,1459.27,N,1259.46,1311.98,1262.37,1318.38,1319.11,1307.63,1260.01,1193.21,1377.13,1384.38,1376.79,1384.59,1410.76,1347.22,1354.10,1232.88,1250.89,1290.31,1293.91,1386.98,N
2016-01-21,1373.54,1404.85,1394.96,1347.03,1251.78,1229.78,1255.84,1513.34,1562.62,1542.46,1446.84,1351.10,1310.01,1306.78,1301.73,1401.34,N,1301.10,727.97,861.05,1343.74,1445.06,1877.22,1332.00,1237.49,1475.13,1377.05,1551.56,795.94,941.59,1449.32,1595.30,2005.56,1530.91,1437.90,1608.83,1462.83,N,1265.37,1318.96,1268.59,1324.77,1326.56,1311.69,1260.84,1194.15,1383.59,1391.85,1383.58,1391.38,1418.73,1351.42,1355.01,1233.85,1253.22,1292.72,1298.34,1391.75,N
