filter_config,N,K,config_T,config_fix_mu,results_steps_mean,results_steps_median,results_steps_std,timing_total_script_duration_s_mean,timing_total_script_duration_s_median,timing_total_script_duration_s_std,accuracy_state_estimation_factor_rmse_mean_mean,accuracy_state_estimation_factor_rmse_mean_median,accuracy_state_estimation_factor_rmse_mean_std,accuracy_state_estimation_factor_correlation_mean_mean,accuracy_state_estimation_factor_correlation_mean_median,accuracy_state_estimation_factor_correlation_mean_std,accuracy_state_estimation_volatility_rmse_mean_mean,accuracy_state_estimation_volatility_rmse_mean_median,accuracy_state_estimation_volatility_rmse_mean_std,accuracy_state_estimation_volatility_correlation_mean_mean,accuracy_state_estimation_volatility_correlation_mean_median,accuracy_state_estimation_volatility_correlation_mean_std,loss_diff_mean,loss_diff_median,loss_diff_std,success_rate
PF-5000,50,5,500,0,246.8,176.0,143.96249511591552,247.01445012092591,247.12329697608948,119.76873962382003,2.9691432080654034,3.537641444705875,0.9956760603149751,0.702109467697102,0.698433839987778,0.08992056469846105,2.7931957905245923,2.7529783782480064,0.15490683542678785,0.6216802664320893,0.6342666352628784,0.09427101960841483,-849407.7328125,-763222.5625,202556.33855560815,100.0
BIF,15,2,1000,0,368.0,372.0,35.59494346111537,681.5745212078094,693.6136889457703,64.27132630905456,2.7930611126502742,2.760206236576349,0.4158812481775051,0.7965900101717514,0.7996610250547913,0.02235134842946796,1.569789028475459,1.5404982647348033,0.0713170189530841,0.8861003488675326,0.8885096744360834,0.009042859291463031,-50.34131646154528,-53.46643692294401,12.452959564163885,100.0
PF-5000,5,3,1000,0,186.0,129.0,112.81622223776154,217.15053215026856,126.58122396469116,166.7360238855473,0.8524052865406855,0.7554705480880535,0.3774009080118917,0.947643200967795,0.9495319292535874,0.018112617256447337,1.9041376736550357,1.7757889201838335,0.29877043369317957,0.7640289526014616,0.7858044790437883,0.05673305425169929,20522.4525390625,10261.9921875,25120.531981591514,100.0
PF-1000,10,2,2000,0,238.4,254.0,70.30860544769752,87.7683626651764,87.37757921218872,41.5972020349955,2.342361331361016,1.936051830307375,1.5308559873116574,0.9585180382366719,0.9688214062378878,0.04444496124728378,2.0635472811497517,1.9334861391814933,0.46689976521183857,0.7620581181408499,0.8172101506657377,0.13324598355304565,-107535.8359375,-7533.49609375,384402.2232684657,100.0
PF-10000,5,3,500,0,272.8,204.0,109.27122219505006,360.022363615036,309.9178066253662,206.7462964835505,1.2013336407689659,1.2249836570945831,0.720085585805555,0.9435276598081703,0.9503956339955512,0.028917471895554436,1.8151196126988254,1.780350421853911,0.2020497996040943,0.7783720660266222,0.7884176217738306,0.029309761694419748,7256.06142578125,1180.5400390625,13221.442707445083,100.0
PF-1000,10,2,1000,0,264.4,283.0,67.06936707618463,56.57525448799133,62.37980890274048,14.077486474075938,1.1793402118096874,0.732633993747954,1.3706196104907438,0.9887173240450146,0.9889332006084689,0.003802559434194162,2.041920842253357,1.7870694678676666,0.5365195196546396,0.8170528958036524,0.8288208011921746,0.02903670901145461,-200263.00087890626,-8226.6376953125,414026.42194780963,100.0
BIF,15,5,2000,0,666.2,615.0,118.71267834565944,3663.2987283229827,3281.437475681305,668.3558246024635,1.2605257890469934,1.2805410523206426,0.28452510258962466,0.8180496210850257,0.8192451451708129,0.03138547694756022,1.3903462867929506,1.395086038459611,0.03760568646073201,0.8311102999131652,0.8413326186274503,0.024316804271246103,-300.50949360374057,-300.74482744293505,64.23353426930336,100.0
BIF,50,5,1000,0,829.4,724.0,225.85681304755897,4828.0084914207455,4271.8963351249695,1295.5275869271939,1.1308498778122338,1.0130128082730283,0.24958615225407377,0.8321843469116551,0.8383955090856429,0.027276729891471254,1.379976156532083,1.3812908491301352,0.04186205310402269,0.8083132836577954,0.8020131840304681,0.03223981669855416,-379.3434967177171,-399.0176171623134,59.301001282780746,100.0
PF-5000,15,5,500,0,307.0,243.0,127.79084474249319,156.97180061340333,125.30332779884338,104.40053967302993,7.971534144278418,7.350427659301675,4.820292751728158,0.7318903791844447,0.6870890217549939,0.14262395639300626,2.4350462150682204,2.4376548900239117,0.3333280554369063,0.2925265400139139,0.245699502813674,0.17251822173860398,5962537.464257812,570523.375,12444004.077985175,100.0
PF-10000,15,2,500,0,239.0,182.0,160.68914089010497,251.67503628730773,262.6832022666931,110.32505007547311,1.4704259573909504,1.4915237085689126,0.7310455486369134,0.9823756440509319,0.9857056965807836,0.010226838662691624,1.8918775336932445,2.059222191630055,0.2700972957820182,0.7604037608488088,0.7375883982126763,0.05840284249244353,799179.5802246094,2548.2646484375,1779662.3287951243,100.0
BIF,15,5,1000,0,673.4,657.0,92.24044665980321,1872.5629245758057,1845.1893525123596,266.60584985322095,1.2225141231643355,1.2292046766274525,0.24960483029281225,0.8410039564396341,0.8387094308513457,0.026080447741781105,1.4118559641103736,1.386284621994611,0.07103634673350877,0.8103458125275758,0.8106233839461346,0.04897194960998417,-190.65276825070737,-187.73846669254044,14.633195722674683,100.0
PF-10000,15,3,2000,0,361.0,329.0,144.42472087561742,1275.9752262592315,1272.8812832832336,592.5484658025746,1.4627207538323106,1.3866732609041896,0.6422988720098892,0.9521940344494085,0.9454502399184967,0.013428752612355693,1.9853999942766314,1.8584369671348349,0.3167937361771208,0.7959088908501654,0.7959340274463598,0.015921996223201815,89391.5234375,90142.6953125,104216.68261381122,100.0
BIF,10,5,500,0,412.8,500.0,210.82860337250256,609.86967253685,732.0172946453094,305.16746711003066,1.6211356195928197,1.4982498100268615,0.4193540620890763,0.8171546054878209,0.8452199436549718,0.07272323967078834,1.4582139775609573,1.4423940491030227,0.06334145818093162,0.8076900100983935,0.8081687810279614,0.057712694331485986,397.7454029354493,-123.76908321744929,1166.580093776999,100.0
BIF,10,5,2000,0,450.8,380.0,169.39805193685078,2480.406846523285,2096.158113718033,903.055255016221,1.4060797521283794,1.4972934102210347,0.21838767129344797,0.8235859382021831,0.8303722811768577,0.014798563127429117,1.4277608654949754,1.4269116863756257,0.014253758190936121,0.8294859766396911,0.8355686559674511,0.015805685925890583,-251.04569046225188,-253.8633997112256,25.778367653041563,100.0
BIF,10,3,1000,0,358.2,348.0,32.399074060843155,685.7373171329498,650.5537109375,83.1707646360688,2.1849510938789365,2.153970982200139,0.6499133082319449,0.8297107247408058,0.8137026191338196,0.04972850794381748,1.4996471672142277,1.4978608909271627,0.062236783411095536,0.8595192067331354,0.8617799634843738,0.029720830952920375,-93.86251701725136,-79.61486822657275,29.345811007572216,100.0
PF-1000,15,5,1000,1,317.4,268.0,131.88934756074883,66.04708495140076,45.70115280151367,30.744016176658356,5.600288443244499,5.6089160302538925,2.106528520416926,0.758208827916163,0.7952566258580271,0.09440779291682251,2.47707921317237,2.2825501972252904,0.5049639593785828,0.39994979109385254,0.44502992030726995,0.2672265393734831,-5076328.046875,-7071568.25,6137874.895349563,100.0
PF-5000,5,3,2000,0,291.6,318.0,84.10291314811872,532.2002065658569,482.3030273914337,257.4237662649362,1.5381024722698968,1.3543696884647913,0.6689268070023725,0.9375492104980603,0.9442162526066474,0.013417427416945604,2.0154031054387507,1.8169343109359015,0.33744231568538036,0.7975897233801512,0.8085384614074237,0.029233068103549156,76140.9576171875,-1977.5400390625,135123.20198552142,100.0
PF-5000,10,2,500,0,376.0,251.0,317.51771604116834,189.4443172931671,149.78351402282715,108.15896141556983,1.2272464935910015,1.0772714504571592,1.0030140013613706,0.9898689969578689,0.9927190943754364,0.009279856080017681,1.6846913356121895,1.798861996763983,0.26345300248029735,0.8391947813220938,0.8367433957504053,0.03836149100533464,-92568.77680664063,-2137.5771484375,203634.57731880248,100.0
PF-10000,15,2,1000,0,438.2,431.0,217.68486396623905,1017.5492013931274,825.53369307518,578.5975423578751,1.2900046421827625,1.2719826724424523,0.786347878333566,0.9932937632215781,0.9943543758191344,0.003765271587401753,1.7455969436062913,1.7021467508588985,0.26240215154539753,0.8221979784864445,0.8236411636841615,0.04364957722412568,-6117.016796875,-1929.4296875,9068.013572132191,100.0
PF-1000,50,5,1000,0,278.0,285.0,43.04648650006177,104.05971264839172,107.81864643096924,21.671796702201352,3.0678080720688694,3.4240073332685697,0.6930353802117046,0.6226793487838973,0.6103461734172084,0.04468495383993904,2.566891746528195,2.6079834550554466,0.1338553116508309,0.5634326091605459,0.5754992272075731,0.020727905047181305,-1629392.11875,-1994535.125,618816.5547790669,100.0
PF-5000,10,3,1000,0,324.6,272.0,151.235908434472,236.95566067695617,193.01507353782654,105.49797846240848,7.373624544605221,8.171555414200506,4.763560260464157,0.8730807491089244,0.8964119269534118,0.05440051493453702,4.324412768988864,2.6035641760908237,4.345139516684347,0.47663955404209907,0.37336174945472306,0.24565066632017638,1177509.698046875,1486596.078125,1034148.7613690884,100.0
PF-10000,10,5,2000,0,232.6,177.0,114.1809966675716,1336.5190088272095,1118.510836839676,643.3668143246607,1.096275747274178,0.9805169077662663,0.30743087177568296,0.8307090754049746,0.8354839904620365,0.012652313480912744,1.9731700958501261,1.9511678712057676,0.12235963105639763,0.6473873442841173,0.6591495251134232,0.07401431341676869,70808.5609375,41171.9765625,87137.15419041149,100.0
PF-1000,5,2,500,1,260.4,330.0,119.18808665298727,26.170962429046632,25.01781725883484,5.40374911998003,1.9789144276811341,1.091387877605572,2.0251662880346233,0.9744445856178385,0.9760647368847104,0.01627474818114613,1.9267389728698028,1.5059457146060242,0.8052521539273418,0.7582660423637939,0.7516346119837084,0.08629881340412729,1246122.8639160157,166669.33251953125,2455349.5360868643,100.0
PF-1000,15,5,500,0,251.4,252.0,13.77679207943562,40.21192407608032,42.09916305541992,3.28799048967938,8.95333235984809,9.330591818321608,4.082001507867373,0.6917441630448534,0.6885105585888777,0.1263430620684676,2.6306872445508076,2.5781814728270844,0.49231127858781565,0.39259042097597463,0.3070722074063317,0.14766756060652117,-7442497.753125,-7699249.5,3529034.1796720414,100.0
BIF,5,2,500,0,125.8,147.0,40.92920717531675,121.79274907112122,135.68360090255737,34.630424400121285,5.03770560049987,3.6338391381501127,4.612957425726162,0.7741423505566523,0.7896276125527566,0.05867700169334618,1.7023362759233673,1.683629362334545,0.06580850358566574,0.8580741297180289,0.8702212298758707,0.02483832580965751,8.049594730272807,-17.913864088176467,53.7934986359055,100.0
BIF,15,2,2000,0,388.0,385.0,55.43013620766234,1412.4992242336273,1403.0808737277985,189.88634251209004,4.1482741452059715,3.575690713899567,1.6162154754626394,0.8295775049986587,0.8249481070477611,0.028878768912744567,1.5343834198533408,1.5087743684570414,0.05695832051009238,0.8911194091039885,0.8923259459359876,0.012562128187244363,-98.13893193380827,-98.65555490209954,31.4660345510333,100.0
PF-10000,50,5,1000,0,208.8,211.0,69.84053264401697,819.4244488239289,831.6936194896698,262.80757945438154,3.0971178411938967,2.58588910376304,1.653035561590639,0.7403323760351561,0.7562396194722414,0.0718187602807385,2.7351227946468386,2.742539220338589,0.17540053121049728,0.5970342240540659,0.6348490495691914,0.07096848172357605,393889.365625,154288.59375,493455.7055114182,100.0
PF-10000,15,5,1000,0,374.4,325.0,151.79031589663418,1104.5522960662843,1085.216894865036,556.6586893763006,2.0378670333594884,2.455705160830767,0.6800262065838218,0.7803448104695976,0.7826852879836654,0.04812439070067099,2.286207496598254,2.3104026858891067,0.19668194960087534,0.6146460186074266,0.5887784896667989,0.057721347254880935,192368.240625,144048.140625,216224.38311665852,100.0
PF-1000,5,2,2000,1,245.4,258.0,104.52894336020047,48.77568292617798,46.39739799499512,9.189875158181675,8.96308236681872,5.777309228059188,6.579586093299448,0.9861865070754895,0.9868867284942817,0.004832339882186687,2.7800533298487147,2.317515490155171,1.4226305632941483,0.6077682139321057,0.8174135144352259,0.34286398177467464,42704238.982421875,9925760.5234375,73611521.32085504,100.0
PF-10000,5,3,1000,0,251.2,251.0,89.0965768141515,512.680844593048,531.0458519458771,176.99356674066928,0.8240708961284835,0.5945402330456663,0.4672085865627027,0.9521339548966641,0.9527185688451669,0.016214697966982505,2.0216375034948646,1.991121135367394,0.2559177008949653,0.784919781418407,0.7740084266331032,0.03730936073548418,5021.11396484375,-778.37744140625,12861.074317892193,100.0
BIF,10,3,2000,0,327.2,374.0,161.9851845077197,1198.2400606155395,1400.2450149059296,603.5152457098906,2.0816067484785603,2.156562625636998,0.3749801572989525,0.7707255234325486,0.7806441273318039,0.04541545282058421,1.5729382421100462,1.4919026396799835,0.2086422281658051,0.8449415728209091,0.8517868150186286,0.026269059546424972,2526.6371013893054,-118.11041578847744,5936.73071187072,100.0
PF-5000,15,3,1000,0,276.2,265.0,76.19514420223902,280.2452800273895,234.92503333091736,123.1205433541287,2.2619476520113966,2.4266786994183067,0.5264347505400605,0.9341871332302881,0.9414680218215361,0.024627732579699843,2.1353386590639216,2.1122588872254346,0.13228234276123416,0.8097155820436619,0.8071142733169112,0.015588682018361132,154977.1984375,119684.62890625,165998.26684513013,100.0
PF-1000,10,5,500,0,168.6,177.0,57.82992305026871,42.95990676879883,36.37233328819275,11.754584506017107,1.5617691873168877,1.5471035965260456,0.5364221603772953,0.7505268373280284,0.7645597016452499,0.03221143501803233,1.9767478823893865,1.9971338436842618,0.163369520623851,0.6403214129155447,0.6008342608033155,0.09509032908477476,-305023.19609375,-378175.62890625,127494.10638382885,100.0
PF-10000,10,3,1000,0,279.4,292.0,102.45389206857882,509.8957112789154,610.1877837181091,229.74993393191295,1.867222324947856,2.366745629116522,1.0009614659595156,0.876918733740415,0.8856405117359745,0.05550545608108543,1.9591135937975608,1.8990425529447068,0.3401197135120221,0.7182147703807117,0.748867294377329,0.12076602477973984,177484.3546875,28988.23828125,359731.1382555508,100.0
PF-1000,10,3,1000,0,243.6,256.0,59.10414537069291,43.68677940368652,33.3220796585083,16.673193012027685,3.2449903383106773,3.011166296706566,2.331156511476076,0.7798345991789709,0.8246165772589443,0.09538170006947586,2.401666464567975,2.373454374343038,0.41762934919273736,0.5605987222465743,0.5642109224004841,0.14609710637443096,1629589.465625,-216853.71875,4063346.458309605,100.0
BIF,10,5,1000,0,572.2,560.0,56.81285065898383,1584.1506505966186,1519.4486067295074,150.33033824157485,1.3650218580452562,1.355152283206578,0.3455061212193116,0.8193819111404815,0.8085568030700697,0.02999720946763699,1.4255300282751862,1.4430211529247552,0.07847266326174855,0.8257029062207047,0.8285046879427093,0.013553452467230512,-180.17055592761182,-185.0657867532102,36.72331024517478,100.0
PF-1000,5,3,2000,0,248.2,261.0,90.96537802922604,113.47162551879883,112.1251175403595,33.544245628606376,1.3524861131388568,1.3219683666827302,0.7249633690978867,0.906585658578883,0.9202956451310484,0.03954767466666254,3.0362420660008227,1.8174357604857618,2.537131730935205,0.6838797522579327,0.7900610327515469,0.21096710174821182,33883.25234375,27075.71875,53911.91932893968,100.0
PF-10000,10,2,1000,0,316.8,292.0,113.13133960136776,574.6843576431274,669.1490046977997,156.71702439856656,1.0920056665213491,0.9766233674177951,0.7527081936389551,0.9890158801959231,0.9858222881362408,0.005616461610308681,1.597341726657381,1.5762544242990673,0.13229639581073918,0.8149624325323972,0.8038343368220302,0.04749605401380603,-231028.99326171874,-6878.4150390625,354025.0658815145,100.0
PF-5000,15,5,1000,0,197.0,179.0,48.518037882832814,162.34232120513917,131.23772954940796,67.48078363860729,7.345839541059928,7.440610784716705,0.570296584548467,0.7153344808081886,0.7089283995655768,0.030158486301337224,2.2936144626013593,2.2045918265986595,0.534401806800496,0.6064427956438616,0.6387590945695342,0.12395085669539417,6636244.35,6728009.0,2482888.7804107703,100.0
BIF,50,5,500,0,919.6,783.0,437.1284708183625,2713.5663561820984,2336.35533952713,1297.7096599836366,1.0128940191308575,0.9995696469172352,0.14852412213865765,0.8647304458292042,0.8601877475493142,0.03255232833391531,1.3825411914843135,1.4031770678310667,0.04201123189608488,0.7954200720543806,0.7815920824749079,0.04699844326465265,-306.2970879179047,-315.51497941037815,68.17690441174908,100.0
PF-10000,50,5,500,0,270.4,191.0,146.8087190871169,435.03651056289675,389.974467754364,161.24006902088803,3.324936943929289,2.9336622467184417,1.0333417198854782,0.7110106402496976,0.7308614383584062,0.033586571621251775,2.8410287840481034,2.876253843214896,0.0806901501904595,0.5146878891007445,0.4763612023548708,0.10002805311143495,278859.190625,70365.125,353397.6774857378,100.0
PF-10000,15,2,2000,0,385.2,359.0,147.35399553456296,1350.3476714134217,1401.8778076171875,602.9597908817839,1.4129368859970974,1.7946925591545064,0.5984932740798968,0.9816039279356774,0.9849257997631529,0.006525007455377921,2.245735098829246,2.4611541943893287,0.3442014844302711,0.7736959531813763,0.8136342616375601,0.10204910645433148,-191683.966015625,-17630.560546875,367244.91368649766,100.0
PF-5000,50,5,1000,0,264.8,207.0,169.18096819678033,557.2302804470062,421.8831477165222,341.0287627477529,2.6359761322362454,2.5015888017808825,0.28789690953350694,0.6842859287233308,0.6908260147512374,0.07243329299753026,2.6417330638266026,2.6483122441100897,0.08935180782482392,0.6128211797453789,0.6225895654925211,0.07981980445295433,-633194.89375,-694315.25,326806.7598532773,100.0
BIF,15,3,2000,0,428.8,457.0,216.59916897347506,1757.87842168808,1950.9906327724457,897.8678023318594,2.4398617165718512,2.3098994936228263,0.307716044421409,0.7936871464281233,0.800595201982638,0.031357331657245614,1.6719188914786571,1.4959810720704387,0.43097272531637265,0.8708541531050742,0.8776589096306379,0.022828017394227466,3471.0189411956876,-154.34323517129087,8104.972968031733,100.0
BIF,15,2,500,0,327.4,333.0,54.039800147668934,327.7415277481079,331.88794708251953,56.90591464589373,4.834551633836528,5.22980564136512,2.9060234638316333,0.8105866747683607,0.8210051167766351,0.045071484733346545,1.5737097766383878,1.5496424928798684,0.07891223872528777,0.8962401048918599,0.9005021058481351,0.0229355682151344,-47.45082913629049,-45.23147185684775,13.608007310674292,100.0
PF-10000,5,2,500,0,271.6,231.0,156.9850311335447,285.1509593963623,271.4514594078064,193.13310229817745,0.9659848432412879,1.0172704826988173,0.2334294389959084,0.9767998473904763,0.9725870244842871,0.01040945884615409,1.6797636053499385,1.6139124783112293,0.2767480067489461,0.8140541599162677,0.8200367798513293,0.025223874056309464,1985.827001953125,-49.56396484375,4957.399585626894,100.0
PF-1000,10,3,1000,1,332.2,379.0,112.69738240083485,61.510817766189575,55.40232276916504,17.793995798924403,7.958741176641389,6.61953550724778,4.151739049561883,0.8005254008103325,0.8255688759477032,0.08016350398073563,3.3598936370846104,3.257335955024017,1.0593404355880778,0.371928278487801,0.3543479282515059,0.18809732626858355,979954.75,81026.6875,1964624.0892984201,100.0
PF-5000,10,2,1000,0,344.2,291.0,169.80488803329544,380.04235649108887,343.4775502681732,208.0289321223484,1.346433263358664,1.1988871775399583,0.9339936152567025,0.9849160709181122,0.9890838487081697,0.009113244713180207,1.8250243406455737,1.8756323179174563,0.177099928709413,0.8290316711971751,0.8366604413201281,0.02930731855166135,3698.30546875,4025.41943359375,5977.874221613084,100.0
PF-1000,15,5,500,1,447.6,413.0,159.6975265932444,58.918615388870236,53.68911266326904,22.38775348946646,4.3357727223068565,3.7839964650122417,2.2086973726753234,0.7309737705567521,0.7312136651928872,0.20991586126715103,2.511643220125849,2.5275566244550385,0.37046052886230785,0.33878026762420616,0.2895757709050824,0.14061280677405966,-9833248.742578125,-9936660.375,701523.2138895253,100.0
PF-10000,10,5,500,0,419.0,440.0,158.06486010495817,626.4736589431762,517.8264665603638,322.6338526551918,1.2512008200367368,1.2793856718284116,0.3047618377080666,0.8190507654238546,0.8199023856884777,0.03504871605686454,2.1190125148351724,2.0639895940214705,0.164245761422716,0.6657229513793625,0.6543308734746863,0.05365958264890388,-9301.828125,-21804.552734375,20464.27138333258,100.0
PF-1000,15,5,2000,1,146.75,134.5,60.83515978993288,70.12731695175171,71.48538541793823,14.00249971746334,12.378290943617673,12.144158774648115,8.195561092344715,0.8691004632689228,0.8936751613918752,0.12403303234295732,3.157246967772206,2.6729534103393195,1.2970935385966489,0.4764409994737189,0.506855882249117,0.20468944177228346,75804848.25,15601511.0,133417177.64269368,100.0
BIF,5,2,2000,1,103.4,96.0,21.62868465718616,326.7994127750397,308.95150542259216,76.28345188758529,4.3758373979617415,4.671410437766186,2.0417689433750605,0.7173161122915692,0.7155286216991323,0.05911503225170454,1.6383835614169442,1.6234453283874162,0.042505430147207285,0.8649408429135604,0.868333647551262,0.020886931471105895,15.084488388818794,-16.5605701287315,81.31729289000587,100.0
BIF,15,3,1000,0,365.4,419.0,190.1586180008679,768.4198970317841,883.2534000873566,399.2262929659366,1.8167887466445123,1.6634798272493734,0.647408841445288,0.794733015340658,0.8106363100590505,0.049594145063812434,1.670800938612429,1.511387246405192,0.3862461310358946,0.8553243503374104,0.8577786027711474,0.018037233023463703,2984.9894238211177,-81.27799408803457,6862.372118576104,100.0
PF-1000,10,3,500,0,344.6,339.0,112.17085182880622,31.714707469940187,29.8692364692688,6.786598663800623,1.961863255810243,1.6459613432743543,0.734101910665597,0.6667204789836667,0.6185297421185761,0.1074587907171433,2.1253090488986013,1.8971482673884335,0.7470580840801408,0.5563198574455727,0.5523973455038016,0.08444597883138467,-277407.66015625,-315378.25,115654.73423637268,100.0
BIF,5,2,1000,0,76.0,89.0,21.118712081942874,137.0940546989441,156.14403367042542,34.40483694165998,3.3415327768099177,2.415169098460095,2.3153177276803367,0.7789508102636054,0.779425079142985,0.031100086652546266,1.7311647285196379,1.7039067299836426,0.07825388020438269,0.8489723045447407,0.8546008412024817,0.025080188014534176,-1.671642862827042,7.519618602124183,31.224724355193867,100.0
PF-5000,15,3,500,0,212.8,186.0,119.70672495728884,142.27339644432067,125.21735095977783,67.7484689340483,1.2017694543232924,0.866558685166698,0.571278697136145,0.9453494717709756,0.9507556228129896,0.025738378832846496,1.9862827032854482,1.9573619715821993,0.1579593947670241,0.7811175997811379,0.7850291232900801,0.016800783935473698,12684.1251953125,3646.3603515625,18392.191621073707,100.0
PF-5000,5,2,2000,0,402.0,365.0,77.64019577512668,321.9482319831848,292.24068212509155,131.0594984641732,8.339773376807196,8.794941155348823,4.632150771439332,0.9355604892634141,0.991053346031288,0.12536416372560946,6.270888116305864,2.074930116505777,10.044700745635497,0.7841709598182154,0.8718397205032056,0.16369205080847002,27390562.11796875,349420.6279296875,53534472.87046949,100.0
PF-1000,10,2,500,0,400.0,375.0,206.13830308799965,48.544949531555176,44.901267290115356,18.75819196485172,1.5572758906817676,1.3376083537837609,0.999792480127262,0.9809276735543706,0.9837470582881858,0.008973841831813574,1.8569495470033839,1.676462942275926,0.2830173281430603,0.8306791268462842,0.8244110612581189,0.054889476103662786,-515754.20869140624,-34043.23046875,1104623.2019870973,100.0
BIF,15,5,500,1,438.2,482.0,243.65487887583944,646.3946759700775,692.1437466144562,356.3355245413478,1.3627161502426985,1.4047918085939872,0.45741237009959607,0.8029586196680611,0.8141692095254907,0.06605822323986198,1.4953309203775138,1.4973534005095275,0.0385354211612145,0.761084015493205,0.7763802519219055,0.06858230759755261,381.9628525820041,-101.11491868548615,1128.9851523247796,100.0
BIF,15,3,500,0,342.2,391.0,168.0526703149938,366.30138339996336,422.7757532596588,174.80483408296843,1.7352290805378903,2.1316716876866644,0.8667865983492264,0.7846876807250409,0.7701159891887253,0.047250577517315116,1.7058713328763364,1.5588834540633663,0.3993812633606984,0.8462826709395765,0.8629780373366268,0.03403607310449998,1199.4412387365835,-58.32380669760323,2839.2742938671217,100.0
PF-5000,10,5,500,0,293.4,283.0,70.56769799277855,291.64028401374816,241.6935601234436,109.86185668563986,0.9538577036138888,0.9664318130622733,0.19789496039663904,0.7919065151846965,0.7835531678918046,0.02832356964633357,1.8979613441229852,1.9168976279315995,0.16975249643357773,0.5967920320293129,0.574771012510719,0.054352790217681794,-139532.521875,-142354.91796875,7082.508716417032,100.0
BIF,10,2,2000,0,285.2,300.0,34.288482031142756,988.4388134479523,1063.0840661525726,117.69836932670583,4.7993440207279585,4.359787782390376,1.4162741767176485,0.7881020216384778,0.7955498265257782,0.038085728262581386,1.5711117431311705,1.570183007901099,0.01680828458944461,0.9031895561607184,0.9025660556723071,0.00275236042328753,-77.24904847114121,-80.26375676289172,16.011375556449444,100.0
PF-5000,15,5,2000,0,405.2,317.0,322.37276559908094,777.3138329029083,559.7484748363495,664.6360235538057,5.765072022761702,4.6160143975941175,5.327957697314563,0.7743838465835338,0.7986783339063068,0.15303968370669824,3.4420240613730506,2.3843107644320325,2.607953024521904,0.3899141680525773,0.38780492705148234,0.2789389620088149,35714404.909375,-1421698.75,80226857.45110257,100.0
PF-5000,5,2,1000,0,268.0,245.0,87.40995366661625,137.00203437805175,153.57375407218933,59.25883542866272,3.0336066267232518,3.2466552958716806,1.9746994029057707,0.9927290154965288,0.9930255128941431,0.0015141414032217428,2.4186688469369257,2.6597788885073372,0.6758949733935297,0.680968658239079,0.7218594803541136,0.17132852958465974,2185865.5301757813,1355701.36328125,2572205.94440641,100.0
PF-5000,10,3,500,0,347.4,239.0,256.9694534375633,181.89152412414552,131.05255699157715,152.64358411882242,1.228610030907457,0.8550181314661202,1.1135498498084975,0.7189261768844862,0.7518905814596623,0.26306527269466606,1.5903821029012468,1.3149067793231752,0.7937439461499931,0.5989717153156966,0.7011063659141973,0.3102940416696361,20676.0427734375,3496.224609375,36054.53319806335,100.0
PF-1000,10,3,2000,0,209.6,184.0,80.09556791733236,71.16321578025818,63.40881085395813,25.964852100448233,14.45822386938666,5.214351321403257,16.029047430888312,0.7944383305488312,0.8405235183718225,0.14057458934219855,2.7485480586850914,3.2003899716279687,0.9367404492530886,0.5744657578940111,0.5478159423754986,0.19915983345193683,48759555.0875,4669820.21875,89740160.68283424,100.0
PF-1000,15,2,1000,0,311.0,316.0,92.4256457916308,70.33909649848938,68.9307689666748,15.368898391697444,3.2468220486443315,1.1758372690212695,3.796827939414849,0.9665023942303158,0.9756011205332847,0.02134514121412883,1.8154616368439136,1.8056606549752874,0.2810786961606216,0.8190754921454143,0.8389266999421712,0.0471857717895416,-1242045.91953125,-140805.21484375,2331812.5779379825,100.0
PF-1000,50,5,2000,0,160.0,156.0,34.79942528261063,153.0991515636444,142.25232553482056,39.545389147231084,2.6815404437169468,2.7099057738135066,0.3976793924101513,0.6803443964811049,0.6855861081528891,0.0194596856036015,2.5804093568331603,2.597507174089434,0.100483168072031,0.5963521900757274,0.6024912076355604,0.052889220242984876,-1271889.375,-1324310.125,684778.3597709737,100.0
PF-5000,50,5,2000,0,186.2,186.0,27.362382937163936,683.8579358577729,706.2260978221893,142.62114014514353,2.7448729284770432,2.77565456300569,0.5881943296025264,0.7452083716803994,0.7434332414321714,0.011645087855393713,2.5381274115446084,2.5261845124715174,0.11049213708970229,0.6427519019804837,0.6427208583276861,0.019699280083432632,315227.875,702853.625,837174.0496673355,100.0
PF-1000,15,5,2000,0,225.0,200.0,137.0310183863493,102.947829580307,85.15605044364929,56.63551716856231,10.31940727809885,10.47821543845481,4.103548116981029,0.8227662570222043,0.9346483004480645,0.23338813359383845,2.8908648886843915,3.295420237840176,0.6409446093240903,0.43755080773584,0.5683712620694311,0.34786913523610574,68429192.05,27135955.0,94251101.14200464,100.0
