SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,ME1 BM5,ME1 BM6,ME1 BM7,ME1 BM8,ME1 BM9,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME2 BM6,ME2 BM7,ME2 BM8,ME2 BM9,ME2 BM10,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME3 BM6,ME3 BM7,ME3 BM8,ME3 BM9,ME3 BM10,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,ME4 BM6,ME4 BM7,ME4 BM8,ME4 BM9,ME4 BM10,ME5 BM1,ME5 BM2,ME5 BM3,ME5 BM4,ME5 BM5,ME5 BM6,ME5 BM7,ME5 BM8,ME5 BM9,ME5 BM10,ME6 BM1,ME6 BM2,ME6 BM3,ME6 BM4,ME6 BM5,ME6 BM6,ME6 BM7,ME6 BM8,ME6 BM9,ME6 BM10,ME7 BM1,ME7 BM2,ME7 BM3,ME7 BM4,ME7 BM5,ME7 BM6,ME7 BM7,ME7 BM8,ME7 BM9,ME8 BM1,ME8 BM2,ME8 BM3,ME8 BM4,ME8 BM5,ME8 BM6,ME8 BM7,ME8 BM8,ME8 BM9,ME8 BM10,ME9 BM1,ME9 BM2,ME9 BM3,ME9 BM4,ME9 BM5,ME9 BM6,ME9 BM7,ME9 BM8,ME9 BM9,BIG LoBM,ME10 BM2,ME10 BM3,ME10 BM4,ME10 BM5,ME10 BM6,ME10 BM7
0.0073818170731707305,-0.0011500406504065044,0.00019457317073170825,-0.012834457994579947,0.011183907859078591,-0.009642547425474254,-0.020203440379403796,-0.023120422764227645,-0.028235956639566396,-0.02461545528455284,0.0010377249322493258,0.00943919376693767,-0.028250871273712737,-0.005772497289972902,-0.01465277642276423,0.0019287872628726312,-0.007548230352303522,0.001229926829268294,-0.023592327913279133,-0.03555491463414634,-0.03663758536585366,-0.012082873983739839,-0.035418238482384824,-0.0382565352303523,-0.028587014905149047,0.0005761598915989125,-0.03293219376693767,-0.038599050135501356,-0.018503153116531168,-0.043903151761517614,-0.02140111517615176,-0.03327963008130081,0.04105969512195122,-0.007843757452574523,-0.021998592140921407,-0.028472739837398377,-0.03691407723577236,-0.019786342818428185,-0.0349540569105691,0.001015084010840106,-0.04502240650406504,-0.015820035230352303,-0.03497117750677507,-0.022057857723577236,-0.023090440379403797,0.0024853170731707307,-0.029194650406504066,-0.016306827913279136,-0.015615391598915989,-0.049775838753387536,-0.008893894308943093,-0.04777968699186992,-0.039028203252032524,-0.019542747967479675,-0.041370441734417354,-0.010971647696476967,-0.039373735772357726,-0.04818315853658536,-0.037197372628726286,-0.02231356233062331,-0.01979433197831978,-0.015607367208672087,-0.005665227642276424,-0.028831033875338755,-0.015313421409214096,-0.018285155826558267,-0.027472350948509486,-0.055769227642276424,-0.008930082655826559,-0.019606823848238482,-0.022400224932249323,-0.025627757452574527,-0.03878140921409214,-0.03164881029810298,-0.048871457994579946,-0.030455222222222224,-0.009042578590785909,-0.008621333333333332,-0.04492746070460705,-0.0035496788617886185,-0.012611371273712738,-0.02958618699186992,-0.008266873983739839,-0.014857620596205963,0.002702661246612467,-0.01992126829268293,-0.0003798902439024407,-0.009826619241192412,-0.017270112466124664,0.005400237127371274,-0.007833730352303524,0.008023085365853657,0.010752138211382115,-0.008535861788617887,0.01278949864498645
-0.015445182926829273,0.05686095934959349,0.02959257317073171,-0.03277145799457994,-0.0016320921409214099,0.000515452574525746,0.0028245596205962054,0.021109577235772354,0.03289404336043361,0.03732054471544716,0.03565672493224933,0.06655419376693766,0.019937128726287258,-0.006961497289972902,0.014189223577235772,-0.0023762127371273686,0.008008769647696479,0.008976926829268294,0.009877672086720867,0.04722808536585367,0.014450414634146341,0.03831012601626016,-0.0029142384823848243,0.0312654647696477,0.03509798509485095,0.004115159891598913,0.035052806233062325,0.03070194986449865,0.04050784688346883,0.0865088482384824,0.08868788482384823,0.03443136991869919,0.022355695121951222,0.0685532425474255,0.059914407859078596,0.021251260162601628,0.027648922764227646,0.03415365718157182,0.0386489430894309,0.11257408401084011,0.04103059349593495,0.04392796476964771,0.03563482249322494,0.046785142276422775,0.05670655962059621,0.06425731707317074,0.03877234959349593,0.04549217208672087,0.037996608401084014,0.048686161246612465,0.0604411056910569,0.02526131300813008,0.03502079674796748,0.046515252032520334,0.027342558265582653,0.033794352303523026,0.028166264227642276,0.034684841463414634,0.02893562737127372,0.04096943766937669,0.04710766802168022,0.05368963279132792,0.019824772357723577,0.030575966124661243,0.0496085785907859,0.07057984417344174,0.047199649051490516,0.08926977235772357,-0.001574082655826559,0.05410617615176151,0.025932775067750678,0.052941242547425466,0.03612759078590786,0.05100318970189703,0.036178542005420054,0.03174077777777778,0.0844504214092141,0.020392666666666667,0.08075853929539295,0.05558732113821139,0.05923762872628727,0.04256481300813008,0.03277612601626016,0.04345837940379404,0.020986661246612467,0.06728773170731708,0.060346109756097555,0.06246038075880759,0.04917488753387535,0.04214723712737128,0.03540626964769648,0.027150085365853657,0.031177138211382113,0.06395113821138211,0.050920498644986455
0.03214481707317073,-0.07161104065040652,0.004896573170731708,0.014081542005420054,0.002552907859078588,-0.031037547425474255,-0.0032244403794037934,-0.03732842276422764,-0.043689956639566395,-0.01686545528455284,-0.05838527506775068,-0.040668806233062335,-0.011199871273712738,-0.029059497289972903,-0.01608577642276423,-0.03548221273712737,-0.029070230352303522,-0.040419073170731706,-0.003016327913279132,-0.017764914634146343,-0.03963658536585366,-0.06554887398373985,-0.04261023848238482,-0.0529955352303523,-0.02642901490514905,-0.02834384010840109,0.007661806233062328,-0.03339605013550136,-0.04926915311653117,-0.032242151761517616,-0.048274115176151766,-0.04903163008130081,-0.01840830487804878,-0.001362757452574524,-0.01745159214092141,-0.015386739837398375,-0.03155207723577236,-0.04258234281842819,-0.03837605691056911,-0.05405691598915989,-0.05980940650406505,-0.024440035230352306,-0.03983117750677507,-0.017401857723577236,-0.012545440379403795,-0.018927682926829267,-0.014392650406504066,-0.046786827913279136,-0.011911391598915988,-0.017925838753387532,-0.0779508943089431,-0.03450468699186992,-0.02221320325203252,-0.04319474796747968,-0.002433441734417347,-0.026931647696476966,0.011431264227642275,-0.024316158536585364,-0.05747337262872629,-0.03974956233062331,-0.05402333197831979,-0.03460536720867209,-0.023108227642276425,-0.054679033875338755,-0.042428421409214094,-0.02957515582655827,-0.03015935094850948,-0.06283522764227643,-0.01022808265582656,-0.05054582384823848,-0.018176224932249324,-0.04136375745257453,-0.013859409214092143,-0.02643481029810298,-0.020540457994579944,-0.026251222222222224,-0.0787865785907859,-0.052063333333333336,-0.032255460704607046,-0.03059367886178862,-0.029629371273712738,-0.04285118699186992,-0.02829687398373984,-0.031588620596205964,0.007767661246612469,-0.04157126829268293,-0.053296890243902446,-0.03470361924119241,-0.014703112466124664,-0.03353276287262873,-0.0026297303523035226,-0.03434691463414634,-0.017655861788617885,-0.032771861788617886,-0.01633350135501355
-0.018672182926829272,0.0759449593495935,0.010355573170731706,-0.016400457994579946,0.02062390785907859,-0.03245354742547425,-0.006044440379403795,0.008797577235772354,-0.008981956639566396,-0.006307455284552841,-0.019903275067750675,0.01362919376693767,-0.014469871273712739,-0.058665497289972904,0.00925822357723577,0.01038778726287263,-0.03324723035230352,-0.018367073170731708,0.04339267208672087,0.010961085365853662,-0.02165658536585366,0.005591126016260162,0.010760761517615175,0.041551464769647696,0.01314898509485095,-0.0034908401084010887,0.03001180623306233,0.021309949864498644,-0.0017991531165311696,0.01970584823848239,0.03304288482384825,-0.010116630081300813,0.041717695121951226,0.025571242547425477,0.030163407859078596,0.00048826016260162565,-0.019864077235772357,0.013818657181571813,0.026668943089430894,0.059974084010840104,-0.01558640650406504,0.0210339647696477,-0.01942217750677507,-0.017857857723577238,0.009931559620596208,-0.004794682926829269,0.016418349593495935,0.012953172086720864,-0.006961391598915989,0.026476161246612465,0.023836105691056906,0.03299731300813008,0.005027796747967479,-0.008555747967479675,-0.008387441734417347,0.04818235230352304,-0.0015797357723577252,0.012285841463414637,-0.003360372628726285,-0.03973556233062331,0.0049326680216802195,-0.01980336720867209,-0.025259227642276425,0.003940966124661247,0.04515057859078591,0.017298844173441737,-0.005820350948509483,0.05888077235772358,0.0028589173441734405,-0.0006908238482384813,-0.03418722493224932,0.0014792425474254751,-0.0004484092140921419,-0.006269810298102979,0.028211542005420052,0.009681777777777775,0.0803744214092141,0.043657666666666664,-0.04081246070460705,0.023175321138211386,0.015610628726287264,-0.01254918699186992,-0.004869873983739839,0.001723379403794037,-0.01587833875338753,0.05736473170731708,0.0027471097560975606,-0.004969619241192412,0.02980088753387534,0.07388523712737127,0.010673269647696479,0.010661085365853659,-0.020135861788617884,0.007473138211382116,-0.018531501355013552
0.00748181707317073,-0.08470204065040651,-0.037264426829268296,-0.051569457994579945,-0.030784092140921412,-0.027381547425474252,-0.0320144403794038,-0.025378422764227644,-0.028167956639566394,-0.032286455284552845,-0.06593527506775068,-0.02218480623306233,-0.053010871273712734,-0.0497474972899729,-0.029251776422764227,-0.030737212737127373,-0.013174230352303523,-0.024406073170731707,-0.007009327913279131,-0.03136291463414634,-0.05680558536585366,-0.06809487398373984,-0.042912238482384825,-0.010427535230352305,-0.03277201490514905,0.011225159891598915,0.016006806233062325,-0.017036050135501357,-0.019842153116531168,-0.007551151761517614,-0.06555211517615177,-0.03222763008130081,-0.01358230487804878,-0.04798175745257452,-0.02296759214092141,-0.022900739837398376,-0.04414407723577236,-0.007677342818428185,-0.011242056910569105,-0.022513915989159895,-0.03601340650406504,-0.018140035230352305,-0.03430717750677507,-0.025239857723577237,-0.05671644037940379,-0.01207168292682927,-0.03460865040650407,-0.008651827913279134,-0.01050239159891599,-0.024839838753387536,-0.03453689430894309,-0.05496068699186992,-0.013395203252032521,-0.03149174796747967,-0.016531441734417347,-0.02150164769647697,-0.03350673577235772,-0.007682158536585364,-0.02463537262872629,-0.061915562330623314,-0.026404331978319782,-0.033850367208672086,-0.024629227642276423,-0.008487033875338754,-0.0445124214092141,0.001562844173441734,-0.016600350948509483,0.05782877235772358,0.06064691734417344,-0.01787182384823848,-0.010206224932249323,0.0018022425474254755,-0.032955409214092145,-0.025302810298102982,-0.006395457994579945,-0.06105522222222222,0.014357421409214094,-0.009125333333333333,0.038660539295392954,-0.014517678861788619,-0.008833371273712738,-0.017897186991869922,-0.01780687398373984,-0.023297620596205965,-0.020557338753387534,-0.03451126829268293,0.00529610975609756,0.04019138075880759,-0.006878112466124662,-0.04875076287262873,0.01713326964769648,-0.020563914634146342,-0.035899861788617884,-0.009101861788617886,-0.030924501355013553
-0.05645218292682927,-0.013461040650406505,-0.0344794268292683,-0.026316457994579948,-0.04632009214092141,-0.018881547425474255,-0.0490824403794038,-0.03395142276422765,-0.020044956639566396,-0.04308845528455284,-0.04592127506775068,-0.0014838062330623306,-0.009282871273712738,-0.024425497289972904,-0.022654776422764228,-0.0031262127371273693,-0.03299123035230352,-0.005994073170731707,-0.01714832791327913,-0.01954691463414634,-0.01162458536585366,-0.02025087398373984,-0.0073262384823848245,-0.0319915352303523,-0.01788301490514905,-0.008353840108401088,-0.010197193766937672,-0.010945050135501358,-0.002459153116531167,-0.005105151761517613,0.01966388482384824,-0.04821863008130081,0.019981695121951224,-0.04670575745257452,0.013458407859078593,-0.000993739837398375,0.00011892276422764345,0.008032657181571817,-0.015460056910569104,-0.028020915989159893,0.0069765934959349594,0.010495964769647696,0.018478822493224932,-0.012945857723577236,0.0008385596205962072,0.014625317073170729,0.013442349593495932,-0.002720827913279135,-3.391598915988142e-6,-0.004944838753387534,-0.014387894308943092,-0.023003686991869922,0.01704279674796748,-0.0018797479674796756,-0.01752844173441735,-0.012114647696476967,0.010961264227642277,-0.004698158536585365,-0.024555372628726285,-0.0009775623306233095,-0.04190733197831978,0.017451632791327915,0.014501772357723574,-0.007279033875338754,0.018703578590785905,0.011230844173441733,0.011423649051490516,0.035246772357723576,0.03540291734417344,-0.01835382384823848,-0.005876224932249322,-0.0037677574525745256,0.00585659078590786,0.0016711897018970197,-0.0004674579945799454,0.029854777777777786,0.01666942140921409,0.03160566666666667,0.07788153929539296,-0.000572678861788618,-0.008803371273712737,0.011337813008130082,0.013361126016260163,0.014186379403794034,0.002853661246612467,0.022055731707317075,0.02719410975609756,0.026616380758807595,0.022295887533875337,0.016380237127371272,0.0021412696476964775,0.03576808536585366,0.026344138211382116,-0.022444861788617886,0.04035649864498645
0.10396381707317073,0.031225959349593498,0.028266573170731703,0.024303542005420058,0.030450907859078592,0.03484845257452575,0.04063955962059621,0.02378657723577236,0.04972804336043361,0.03945654471544716,0.035121724932249326,-0.032708806233062326,0.015677128726287258,0.0011585027100270984,0.03142822357723577,0.026727787262872636,0.01518076964769648,0.0357629268292683,0.01894667208672087,0.028156085365853654,-0.05178558536585366,-0.058585873983739836,-0.008898238482384824,0.032668464769647694,0.03872398509485095,0.049913159891598904,0.0035848062330623275,-0.009670050135501356,0.04439984688346883,0.04038684823848238,-0.004199115176151761,-0.027762630081300817,-0.07963530487804878,-0.004864757452574524,-0.002849592140921408,0.028010260162601622,0.022492922764227645,-0.017106342818428186,0.0004899430894308963,0.030548084010840103,0.0049835934959349595,0.0376789647696477,0.02017582249322493,-0.006387857723577236,0.020193559620596206,0.004814317073170732,-0.000016650406504066517,0.049281172086720865,0.02258960840108401,0.018749161246612467,0.01742310569105691,-0.060637686991869916,-0.003355203252032521,-0.014125747967479674,0.005983558265582653,0.04354835230352304,0.0059992642276422755,0.04339884146341464,0.021655627371273717,0.0031334376693766923,-0.03483933197831978,-0.013821367208672088,0.0003477723577235744,-0.004340033875338754,-0.0014254214092140945,0.022626844173441733,-0.01677635094850948,0.020827772357723574,0.029912917344173444,-0.02233982384823848,0.005736775067750678,0.018526242547425475,0.008877590785907859,-0.02358281029810298,0.018817542005420053,-0.012547222222222223,0.08012742140921408,0.0059986666666666695,0.026601539295392954,0.0026063211382113816,0.010830628726287261,-0.001284186991869921,-0.013433873983739839,0.0015663794037940378,-0.02090133875338753,0.033585731707317074,-0.018032890243902443,0.023227380758807592,0.030170887533875337,0.012898237127371273,0.01764226964769648,0.04267408536585365,0.026747138211382117,-0.022474861788617885,0.00385349864498645
0.01558781707317073,0.019525959349593495,-0.028797426829268294,0.05776054200542006,0.030522907859078588,0.0026544525745257463,0.016003559620596207,-0.0009194227642276443,0.021082043360433605,0.014747544715447161,0.029757724932249326,0.023101193766937672,0.011961128726287263,0.025840502710027094,0.01736322357723577,-0.0012222127371273681,-0.019576230352303523,-0.03146907317073171,0.05184267208672087,0.03420508536585366,-0.007150585365853658,0.013389126016260161,0.027137761517615183,-0.003892535230352304,0.018933985094850947,0.03190115989159891,-0.012994193766937672,0.03237494986449865,0.06679184688346883,0.010222848238482386,0.001735884823848238,0.014885369918699187,-0.00804530487804878,0.013908242547425474,0.010224407859078593,0.006366260162601625,0.019756922764227643,0.0022816571815718143,0.0456879430894309,0.07358108401084011,-0.00580940650406504,-0.006316035230352303,0.02049682249322493,0.012114142276422765,0.0304425596205962,-0.008371682926829268,0.018407349593495936,0.034918172086720864,0.015555608401084014,0.02303016124661246,0.01517410569105691,-0.03261768699186992,-0.00513320325203252,0.03392325203252032,0.014444558265582653,0.002087352303523032,0.008741264227642277,0.040378841463414646,0.008206627371273714,0.09933443766937669,0.0066356680216802175,0.021578632791327913,0.0008317723577235744,0.009511966124661247,0.03606557859078591,0.007964844173441735,0.04217464905149052,0.03152077235772357,-0.00431908265582656,0.026423176151761523,-0.0027422249322493226,0.018427242547425476,-0.0035844092140921427,0.014808189701897019,0.018403542005420055,0.014029777777777776,0.1106774214092141,0.030175666666666674,0.04819953929539295,0.009712321138211381,0.012766628726287262,0.007233813008130079,0.005950126016260162,0.005259379403794036,-0.007941338753387532,0.023541731707317076,0.011865109756097562,0.01720138075880759,0.012594887533875335,0.0009862371273712742,-0.008187730352303524,-0.001394914634146342,0.0009471382113821168,0.016428138211382115,0.03210549864498645
0.028564817073170726,-0.034836040650406505,-0.029178426829268293,0.03821654200542006,0.028556907859078592,0.001886452574525745,0.03192855962059621,0.028223577235772356,-0.0013559566395663948,0.006663544715447157,-0.012077275067750675,0.00430819376693767,-0.004724871273712738,0.007885502710027099,0.02116622357723577,-0.0047012127371273684,0.022518769647696477,0.008531926829268297,0.042852672086720875,0.006814085365853657,0.009376414634146343,0.01463312601626016,0.018816761517615174,0.010676464769647696,0.03037998509485095,0.014263159891598914,0.04665980623306233,0.027126949864498647,0.05557084688346884,0.0781608482384824,0.024271884823848237,0.007878369918699188,-0.02495630487804878,0.06701424254742548,0.004071407859078592,0.037205260162601624,0.043139922764227644,0.05939765718157181,0.0333149430894309,0.020954084010840104,-0.03325740650406504,-0.0013430352303523043,0.012777822493224934,0.018421142276422765,-0.013127440379403795,0.02864231707317073,0.04301334959349594,0.04158317208672087,0.05277760840108402,0.05772316124661246,-0.0017938943089430915,-0.02473768699186992,0.00648279674796748,0.027123252032520327,-0.0031164417344173474,0.06350535230352304,0.04209426422764228,0.046712841463414645,0.029342627371273716,0.10033443766937669,-0.04856933197831978,-0.00038736720867208613,-0.0012512276422764253,0.015744966124661246,0.0688105785907859,0.08130384417344175,0.017862649051490515,0.07197377235772358,-0.01240108265582656,0.02057517615176152,0.019454775067750674,0.014561242547425475,0.03756759078590786,0.004557189701897019,0.039564542005420054,0.028166777777777777,0.0964944214092141,-0.002736333333333332,-0.009075460704607047,-0.0010236788617886197,-0.017338371273712738,0.008055813008130078,0.04173412601626016,0.003239379403794037,0.01524766124661247,0.025127731707317073,0.033713109756097565,0.021931380758807593,0.001536887533875337,0.007016237127371275,-0.010461730352303524,0.004373085365853659,0.04193113821138211,0.019475138211382116,0.009888498644986449
-0.00908718292682927,0.002989959349593497,-0.013080426829268294,-0.007769457994579945,-0.03575609214092141,-0.012652547425474253,-0.026959440379403794,-0.03142742276422764,-0.010903956639566394,-0.013851455284552842,-0.010998275067750675,-0.06865680623306233,0.04364612872628726,0.0225495027100271,-0.021369776422764226,-8.212737127370057e-6,-0.015519230352303522,-0.014480073170731708,-0.035128327913279134,-0.03473391463414634,-0.04366358536585366,-0.04430587398373984,-0.022040238482384823,-0.021895535230352304,0.00152198509485095,-0.03779984010840109,-0.040067193766937674,-0.030433050135501356,-0.05092115311653117,-0.014773151761517615,0.013272884823848238,-0.023112630081300815,-0.07985230487804879,-0.06636575745257453,0.017441407859078592,-0.008832739837398374,-0.014420077235772358,-0.03151534281842819,-0.0314700569105691,0.01810708401084011,-0.055683406504065044,-0.017073035230352303,-0.021815177506775068,-0.04320385772357724,0.014467559620596206,0.004478317073170729,-0.02124265040650407,-0.045579827913279136,-0.03383939159891599,-0.030007838753387535,-0.029473894308943094,-0.00721268699186992,0.002878796747967479,-0.035962747967479676,0.003544558265582653,-0.04242464769647697,0.002010264227642276,-0.019494158536585364,-0.02820137262872629,0.015295437669376691,-0.06949933197831978,-0.030905367208672086,-0.011174227642276425,-0.011338033875338754,-0.024719421409214095,0.08799684417344172,0.014001649051490516,-0.05630122764227643,-0.03834908265582656,-0.040097823848238484,-0.026577224932249323,-0.004022757452574526,-0.005183409214092142,-0.0055438102981029795,-0.018677457994579948,0.005120777777777776,-0.08241857859078591,-0.06069933333333333,-0.018006460704607045,-0.01212267886178862,-0.017926371273712736,0.01831881300813008,-0.014619873983739838,-0.013351620596205963,-0.009511338753387532,-0.03581426829268293,-0.037828890243902444,-0.059038619241192414,-0.025216112466124666,0.023203237127371275,0.0030822696476964784,0.009285085365853657,0.004908138211382114,-0.0044558617886178865,0.02756849864498645
